"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark_details/8","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"80614801","2424-Sq-yrd-Commercial-Land-FOR-Sale-JP-Nagar-in-Bangalore&id=4d423830363134383031"," Commercial Land for Resale in J P Nagar","2025-07-24T05:15:33.000Z",,"39900000","1829","₹","Its a commercial land available in JP Nagar, Currently they have made a shed and they given it for rent for 7 years as of now 5.2 years completed.",,,"19201|Kalyani Magnum Techpark","19201|Kalyani Magnum","19202|British English School","19202|Silicon City Academy Of Secondary Education","19203|Divakars Speciallty Hospital","19203|Aster RV Hospital,JP Nagar","19210|Oxford College Metro Station","19210|Green Line Jaya Prakash Nagar Metro Station",,,"12.90369008,77.58574868","Infimax Advisors ","Infimax Advisors Pvt. Ltd",,"12800",,,"West",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/24/Photo_h180_w240/80614801_5_f91c4d4b55c4854b6e3f856ca179a75_180_240.jpg"
"80615183","27000-Sq-ft-Industrial-Land-FOR-Sale-Jigani-Industrial-Area-in-Bangalore&id=4d423830363135313833"," Industrial Land for Resale in Jigani Industrial Area","2025-07-27T23:25:04.000Z",,"135000000","5000","₹","This is in jigani industrial area KIDB area","This stratefically located industrial land for sale in Jigani Industrial Area is spread over a plot area of 27000.0 square feet. It can be yours at a reasonable price of ₹13.50 Cr. You can grab this land by paying a booking amount of Rs 100000. It is located in proximity to near to industrial area. The exact address of this industrial land for sale is Jigani Industrial Area, Bangalore - South, Karnataka.",,"19201|Cipla","19201|Infion Advanced Laser Systems Pvt. Ltd","19203|YK Hospital",,,,,,,"Near to industrial area","12.80522379,77.6281917","V S  Ahmad","Sweekar Estate Agency",,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/24/Photo_h180_w240/80615183_2_hatsAppImage20250723at09.45.012_180_240.jpeg"
"69150153","2400-Sq-ft-Commercial-Land-FOR-Sale-Park-View-Layout-in-Bangalore&id=4d423639313530313533"," Commercial Land for Resale in Park View Layout, Sahakara Nagar, Bellary Road","2025-09-08T23:45:28.000Z",,"64800000","27000","₹","NORTH EAST BDA A KATHA commercial property located in prime location at SAHAKARA NAGAR, it is well developed layout, surrounded by fully commercial like, hotels, super market, show roomes, etc, located in main road, lonable document, ready to construct, just 0.5 kilo meter from AIRPORT ROAD, proposed METRO.",,,,,,,,,,,,"KAVERI SCHOOL.","13.06624908,77.59206835","Bharath","Bharath Estate",,"12850",,,"North - East",,"Bangalore",,"Bangalore, Karnataka",,,,,
"81275459","1499-Sq-ft-Commercial-Land-FOR-Sale-Devanahalli-in-Bangalore&id=4d423831323735343539"," Commercial Land for New Property in Kuteera Green Homes at Devanahalli","2025-09-08T09:18:17.000Z",,"4077600","2720","₹","Commercial land is available for sale. It is a good location property. Please contact for more details.",,,"19201|Kiadb It Park","19201|Drogher's Hub Supermarket","19202|Daffodils School","19202|Sri Krishna College Of Education","19203|Ramaiah Leena Hospital","19203|Akash Hospital","19209|Kempegowda International Airport Bengaluru","19210|Devanahalli Bus Stop","19210|Devanahalli - Railway Station",,"13.24032816,77.71506051","Paveen Appi",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/08/Photo_h180_w240/81275459_4_1000086186_180_240.jpg"
"81243069","1200-Sq-ft-Commercial-Land-FOR-Sale-Hosur-Road-in-Bangalore&id=4d423831323433303639"," Commercial Land for Resale in AVS Ozone Valley at Hosur Road","2025-09-05T15:06:40.000Z",,"2040000","1700","₹","1200 Sq-ft Commercial Land is available for Sale in Hosur Road, Bangalore for 20.40 Lac(s)",,,"19201|Infosys Limited","19203|Vimalalaya Hospital",,,,,,,,,"12.86269451,77.65907861","Deepa",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/05/Photo_h180_w240/81243069_1_PropertyImage553-2372503630917_180_240.jpg"
"80859095","8000-Sq-ft-Commercial-Land-FOR-Sale-HBR-Layout-in-Bangalore&id=4d423830383539303935"," Commercial Land for Resale in Hbr Layout","2025-08-09T10:05:18.000Z",,"480000000","60000","₹","A commercial plot is a piece of land designated and zoned for business or incomegenerating activities, such as retail, office, or industrial spaces. These plots are distinct from residential or agricultural land and are subject",,,"19201|Infatry Tech Park","19201|D Mart","19202|Royal Public School","19202|Hmr International School","19203|Centre For Diabetes And Endocrino Care","19203|Altius Multi-speciality Hospital, HBR Layout","19210|Saraipalya Bus Stop","19210|Arabic College Metro Station",,"HSR Layout","13.04166407,77.63261682","Santosh","S2 Milkyway Links",,"12850",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,
"81155589","435600-Sq-ft-Commercial-Land-FOR-Sale-Doddaballapura-Main-Road-in-Bangalore&id=4d423831313535353839"," Commercial Land for Resale in Doddaballapura Main Road","2025-09-09T06:09:55.000Z",,"1000000000","2296","₹","435600 Sq-ft Commercial Land is available for Sale in Doddaballapura Main Road, Bangalore for 100.0 Crore(s)",,,,,,,,,,,,"Doddaballapura DC office","13.19936632,77.56174381","RJR SRINIDHI REALTIES",,,"12850",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Aug/31/Photo_h180_w240/81155589_1_PropertyImage843-8160616564974_180_240.jpg"
"77126921","11000-Sq-ft-Commercial-Land-FOR-Sale-Race-Course-Road-in-Bangalore&id=4d423737313236393231"," Commercial Land for Resale in Race Course Road","2025-07-13T23:45:29.000Z",,"600000000","54545","₹","Located in a peaceful, secluded area with a 95foot frontage, offering easy accessibility and proximity to the CBD.",,,,,,,,,,,,"Surrounded by hotels, corporate offices, hospitals, and more.","12.9841156,77.5818602","Sevenraj","Sevenrajs Estate Agency",,"12850",,,"North",,"Bangalore",,"Bangalore, Karnataka",,,,,
"80800927","6000-Sq-ft-Commercial-Land-FOR-Sale-Koramangala-Block-5-in-Bangalore&id=4d423830383030393237"," Commercial Land for Resale in Block 5th Koramangala","2025-09-09T23:45:27.000Z",,"180000000","30000","₹","Commercial property for sale at prime location 5th block koramangala, measuring 6000 sq feet in total. East facing property 220 feet open to road. 100 feet road near BDA Complex.Roads approaching towards Sonya world signal. Fastest growing Commercial hub. Landmark BDA COMPLEX. KALYAN JEWELLERS",,,"19202|Neena English High School","19203|Acura Speciality Hospital",,,,,,,,"Koramangala BDA complex","12.9356077,77.6193533","Sandstone Properties",,,"12850",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,
"70008251","6668-Sq-ft-Commercial-Land-FOR-Sale-Jigani-in-Bangalore&id=4d423730303038323531"," Commercial Land for Resale in Orange Square at Jigani","2025-09-06T17:35:02.000Z",,"25000000","3749","₹","Explore an exceptional opportunity with this Commercial Land For Sale situated in the vibrant Orange Square, Jigani, Bangalore. Conveniently located near the Jigani OT Circle, it boasts easy accessibility via the Swamy Vivekananda Ashram Road.Property SpecificationsNestled within a sprawling land area of 6668 sqft, this property stands out with its meticulously constructed boundary walls, offering security and exclusivity. The plot allows the construction of a ground floor along with three additional floors, making it a versatile space for various purposes. Notably, it holds the distinction of being a corner property, maximizing visibility and architectural possibilities. With two open sides and adjacency to an 80-feet double road, the property ensures prominence and accessibility. Nearby, the prestigious Aadya Academy stands as a testament to the burgeoning community, complemented by a plethora of houses in close proximity. Furthermore, the layout holds the esteemed approvals of both BMRDA and RERA, underscoring its credibility and adherence to regulatory standards.Facilities Water, electricity, drainage, and seepage facilities are readily available, ensuring that the land is not only primed for immediate industrial use but also offers a seamless experience for any potential development.LocalityEmbrace the strategic location of this property, merely 400 meters away from the Swami Vivekananda Yoga University. Public transport is easily accessible, facilitating effortless connectivity. The Jigani railway station lies a mere 3 kilometers away, while the Bommasandra metro station is conveniently located within a 5-kilometer radius. This adds an extra layer of accessibility, ensuring that the property is seamlessly connected to major transportation hubs, further enhancing its allure for a diverse range of endeavors.",,,"19201|Hni Autotech Pvt Ltd","19201|New Collection Jigani","19202|Global Indian International School (Giis)","19202|SVYASA Deemed to be University","19203|Medax Vijayashree Hospital","19203|YK Hospital","19210|Navya Badavane Bus Stop",,,"jigani otc circle   Swamy Vivekananda ashrama road","12.77952541,77.64327886","Santhosh kumar M",,,"12850",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Nov/13/Photo_h180_w240/70008251_1_PropertyImage981-5037278874436_180_240.jpg"
"69924991","3600-Sq-ft-Commercial-Land-FOR-Sale-in-Bangalore&id=4d423639393234393931"," Commercial Land for New Property in ","2025-09-07T17:35:01.000Z",,"15000000","4167","₹","Commercial land is available for sale. It has area of 3600 sq-ft, it is a good location property. Please contact for more details.",,,,,,,,,,,,,,"Sahana Gowda",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Nov/06/Photo_h180_w240/69924991_3_20231104120200_180_240.jpg"
"69949911","3600-Sq-ft-Commercial-Land-FOR-Sale-NelaMangala-in-Bangalore&id=4d423639393439393131"," Commercial Land for Resale in Rashi Gateway Phase ll at Nelamangala Town","2025-09-08T17:35:02.000Z",,"23400000","6500","₹","Project Rashi Gateway Nelamangala 1.60ft60ft  3600sqft. 2.North west Corner plot. 3.80ft road on North facing n 40ft road on West facing.4.Price 6500sqft",,,"19201|More Supermarket - Nelamangala","19201|Dobbaspet Industrial Area","19202|Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering","19202|Harsha International Public School","19203|Amrutha superspeciality hospital","19203|Shree Dhanvantari multi speciality hospital","19210|Nelamangala Hunasemara Bus Stop","19210|Nelamangala Railway Station",,,"13.09756658,77.38554364","Puneeth P L",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Nov/07/Photo_h180_w240/69949911_2_IMG20231107WA0016_180_240.jpg"
"72687723","19329-Sq-ft-Industrial-Land-FOR-Sale-Medaralli-in-Bangalore&id=4d423732363837373233"," Industrial Land for New Property in Medaralli, Chikbanavara","2025-09-07T17:35:01.000Z",,"173961000","9000","₹","Industrial land is available for sale. It has a plot area of 19329 sq-ft, it is a good location property. Please contact for more details.","This prime industrial land for sale in Medaralli, spreads over a land area of 19329.0 square feet. This can come at a reasonable price of ₹17.39 Cr. This industrial land for sale is located at Medaralli, Bangalore - North, Karnataka.",,"19210|Chikka Banavar Railway Station",,,,,,,,,,"13.073426,77.5122455","Manjunath R",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/May/07/Photo_h180_w240/72687723_6_PropertyImage3_180_240.jpeg"
"79498659","5070-Sq-ft-Commercial-Land-FOR-Sale-Jnananjyothinagar-in-Bangalore&id=4d423739343938363539"," Commercial Land for Resale in Jnananjyothinagar, Jnana Ganga Nagar","2025-09-10T00:11:24.000Z",,"106000000","20907","₹","A promising investment opportunity in one of Bangalore’s growing commercial zones, this 5070 sqft commercial land located in Jnananjyothinagar is now available for sale. With wide road access and ample plot dimensions, the property is ideal for developing office spaces, showrooms, or mixed-use commercial structures.Property SpecificationsThis commercial plot covers a total area of 5070 sqft and features a wide 18-meter frontage, making it suitable for high-visibility commercial development. The land is well-positioned for various commercial ventures, including retail complexes, clinics, or multi-storey buildings. With clear ownership and proper road access, the site is ready for construction and offers long-term growth potential.FacilitiesWide 18-meter frontage ideal for commercial planningClear land suitable for immediate developmentWater and electricity provisions availableAmple space for parking and movementWell-connected location for business visibilityLocalityLocated in Jnananjyothinagar, Bangalore, the property lies in a developing commercial zone with easy access to residential neighborhoods, transport links, and basic amenities. This location is ideal for investors or business owners looking for a commercially strategic and accessible site.",,,"19202|HMR International Public School","19202|V S S International Public School",,,,,,,,,"12.95521746,77.4924326","Bhavani M S",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jul/18/Photo_h180_w240/4316_IMG20250718WA0013_180_240.jpg"
"62582905","6000-Sq-ft-Commercial-Land-FOR-Sale-Venkateshappa-Layout-Devasthanagalu-in-Bangalore&id=4d423632353832393035"," Commercial Land for Resale in Venkateshappa Layout Devasthanagalu","2025-09-06T17:35:02.000Z",,"85000000","14167","₹","It is the main road good location near to prestige lake side ,and a bus stop",,,,,,,,,,,,"Gounjur government school","12.93789977,77.7397137","sathish",,,"12850",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/May/08/Photo_h180_w240/7902_IMG20240508WA0058_180_240.jpg"
"54062645","3600-Sq-ft-Commercial-Land-FOR-Sale-NelaMangala-in-Bangalore&id=4d423534303632363435"," Commercial Land for Resale in Rashi Gateway at Nelamangala Town","2025-09-06T17:35:02.000Z",,"20000000","5556","₹","corner commercial site, 80feet road, well planned layout, wide roads, Adjacent to NH4",,,"19201|S B Super Mart","19201|Atri Square","19202|Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering","19202|Harsha International Public School","19203|Shree Dhanvantari multi speciality hospital","19203|Amrutha superspeciality hospital","19210|Nelamangala Hunasemara Bus Stop","19210|Nelamangala Bus Station Bus Stop",,,"13.09756658,77.38554364","Puneeth Pl",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2021/Mar/04/Photo_h180_w240/54062645_5_PropertyImage310-1674148421801_180_240.jpg"
"76879527","42-Cent-Commercial-Land-FOR-Sale-in-Bangalore&id=4d423736383739353237"," Commercial Land for Resale in ","2025-09-06T17:35:02.000Z",,"23000000","1257","₹","NATIONAL HIGHWAY PROPERTYit can used for Petrol Pump,Dhaba, Restaurant.Monthly Rental 1 lakh can be generated",,,,,,,,,,,,"ANANTAPUR highway",,"Nikhil",,,"12800",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jan/06/Photo_h180_w240/76879527_6_000022905_180_240.jpg"
"81187149","1500-Sq-ft-Commercial-Land-FOR-Sale-D-Group-Employees-Layout-in-Bangalore&id=4d423831313837313439"," Commercial Land for Resale in D Group Employees Layout","2025-09-02T11:47:43.000Z",,"12750000","8500","₹","Site No 329, D Group Employees Layout, Lingadeeranahalli",,,"19202|Little Play Home Play School","19203|Medpoint Multispeciality Clinic","19203|Athishaya Hospital",,,,,,,"Site No 329, D Group Employees Layout, Lingadeeranahalli","13.0014299,77.4785121","Sharath",,,"12850",,,"South",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/02/Photo_h180_w240/81187149_3_hatsAppImage20250819at14.03.46a23db6d0_180_240.jpg"
"74275803","7500-Sq-yrd-Commercial-Land-FOR-Sale-Sunkadakatte-in-Bangalore&id=4d423734323735383033"," Commercial Land for Resale in Sunkadakatte","2025-09-05T21:31:29.000Z",,"50000000","741","₹","7500 Sq-yrd Commercial Land is available for Sale in Sunkadakatte, Bangalore for 5.0 Crore(s)",,,"19201|ARS Textiles","19202|Oxbridge College Of Pharmacy","19202|Gangothri International Public School","19203|Sri Lakshmi Multi Speciality Hospital","19203|Shantha multi speciality hospital",,,,,,"12.9883385,77.499599","Adithya S",,,"12800",,,"East",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Aug/09/Photo_h180_w240/74275803_2_hatsAppImage20240809at14.56.38a7cbc6e8_180_240.jpg"
"71771491","9600-Sq-ft-Industrial-Land-FOR-Sale-Yeshwanthpur-Industrial-Suburb-in-Bangalore&id=4d423731373731343931"," Industrial Land for Resale in Yeshwanthpur Industrial Suburb","2025-09-04T17:35:01.000Z",,"192000000","20000","₹","Industrial land is available for sale. It has a plot area of 9600 sq-ft, it is a good location property. Please contact for more details.","This industrial land for sale is well-located in Yeshwanthpur Industrial Suburb over a plot area of 9600.0 square feet. It is available for sale at an affordable price of ₹19.20 Cr. It can be viewed for sale at Yeshwanthpur Industrial Suburb, Bangalore - West, Karnataka.",,,,,,,,,,,,"13.01563792,77.54871451","Sravanth",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Mar/09/Photo_h180_w240/71771491_4_WhatsAppImage20240309at11.11.53AM1_180_240.jpeg"
"80195313","1064-Sq-ft-Commercial-Land-FOR-Sale-Kachohalli-Main-road-in-Bangalore&id=4d423830313935333133"," Commercial Land for Resale in Kachohalli Main road","2025-09-07T23:31:30.000Z",,"7980000","7500","₹","Prime location near NICE Road overbridgeReadytobuild plotIdeal for commercial, residential, or mixeduse constructionDual road access Main road in front, layout road at rear",,,,,,,,,,,,"Next to Pragathi Enterprises Hardware Shop","13.00875286,77.4694339","Kunal K",,,"12850",,,"North",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/27/Photo_h180_w240/80195313_2_hatsAppImage20250627at9.13.30AM2_180_240.jpeg"
"79952819","2160-Sq-yrd-Commercial-Land-FOR-Sale-Sondekoppa-in-Bangalore&id=4d423739393532383139"," Commercial Land for Resale in Sondekoppa","2025-09-06T23:31:20.000Z",,"13580000","699","₹","GOOD COMMERCIAL PROPERTY TO OWN UPCOMING METRO TOWARDS TUMKUR JUST 100 METERS",,,,,,,,,,,,"ST ANTHONY CHURCH","13.02011348,77.38274996","Mohan Raj",,,"12800",,,"South",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/11/Photo_h180_w240/79952819_3_hatsAppImage20250611at5.54.13PM_180_240.jpeg"
"57809003","2040-Sq-ft-Commercial-Land-FOR-Sale-T-Dasarahalli-in-Bangalore&id=4d423537383039303033"," Commercial Land for Resale in T Dasarahalli","2025-09-04T17:35:01.000Z",,"16000000","7843","₹","A khatha Commercial cum Residential Plot, in T Dasarahalli.",,,"19201|Bharathi Theatre","19201|Ranga X1","19202|Sree Ayyappa Education Centre","19202|Vijaya Bharthi High School","19203|Raghavendra People Tree Hospital","19203|Mamatha Medical And Polyclinic","19210|Dasarahalli Metro Station, Bangalore","19210|Dasarahalli Metro Station",,,"13.05060507,77.51442958","Sunil",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2021/Nov/01/Photo_h180_w240/57809003_2_PropertyImage536-4882817962155_180_240.jpg"
"71815071","4000-Sq-yrd-Commercial-Land-FOR-Sale-Kengeri-Kommaghatta-Road-in-Bangalore&id=4d423731383135303731"," Commercial Land for New Property in Kengeri Kommaghatta Road","2025-09-09T17:35:01.000Z",,"33000000","917","₹","Good looking well developed good locating land,available all facilities nearby well commercial close to BDA apartment",,,"19203|Sanyra Multi Speciality Hospital",,,,,,,,,,"12.924422,77.472553","Dhanraj Gowda ",,,"12800",,,"South",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Mar/16/Photo_h180_w240/71815071_4_1710582195289-842_180_240.jpg"
"71755835","75-Sq-yrd-Commercial-Land-FOR-Sale-Electronic-City-Phase-2-in-Bangalore&id=4d423731373535383335"," Commercial Land for Resale in Phase 2 Electronic City","2025-09-08T17:35:02.000Z",,"20000000","29630","₹","Commercial land is available for sale. It is a good location property. Please contact for more details.",,,"19201|Bommasandra Industrail Area","19210|Huskur Gate",,,,,,,,,"12.84681621,77.68222508","n kemparaju",,,"12800",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Mar/08/Photo_h180_w240/71755835_1_MG20240305WA0002_180_240.jpg"
"46819581","4-Acre-Industrial-Land-FOR-Sale-Chikkaballapur-in-Bangalore&id=4d423436383139353831"," Industrial Land for New Property in Chikkaballapur","2025-09-06T17:35:02.000Z",,"400000000","2296","₹","4 Acre Industrial Land is available for Sale in Chikkaballapur, Bangalore for 40.0 Crore(s)","This industrial land for sale is well-located in Chikkaballapur over a plot area of 174243.0 square feet. It is available for sale at an affordable price of ₹40 Cr. Here is the address of the industrial land for sale: Chikkaballapur, Bangalore - Chikkaballapura, Karnataka.",,"19201|Yusen Logistics India Pvt Ltd","19201|Jinke Vana Park","19202|Krishna Rukmini College","19202|Gitanjali International School","19203|Nandeeshwara Super Speciality Eye Hospital","19203|Rishika Dental Care","19210|Chikkabalapur Railway Station",,,,"13.43249032,77.73228149","Tanveer",,,"12800",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Sep/05/Photo_h180_w240/46819581_2_IMG-20190326-WA0007_180_240.jpg"
"64923005","5200-Sq-ft-Commercial-Land-FOR-Sale-Marathahalli-in-Bangalore&id=4d423634393233303035"," Commercial Land for Resale in Marathahalli","2025-09-05T17:35:02.000Z",,"65000000","12500","₹","Commercial land is available for sale. It has area of 5200 sq-ft, it is a good location property. Please contact for more details.",,,"19201|Intel Technology India Pvt Ltd","19201|MiAMi Super Market","19202|Navaprajna Public School","19202|NPS School","19203|Jeevika Hospital","19203|Sakra World Hospital","19210|Bellandur Road Railway Station","19210|Marathahalli Bridge",,,"12.9579717,77.6914752","Surendra ",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Jan/03/Photo_h180_w240/64923005_1_8EDF9165-7BC2-462A-953E-25AED0196CE3_180_240.jpeg"
"75315133","7560-Sq-yrd-Commercial-Land-FOR-Sale-Ejipura-Main-Road-in-Bangalore&id=4d423735333135313333"," Commercial Land for Resale in Ejipura Main Road","2025-09-07T22:30:34.000Z",,"220000000","3233","₹","7560 Sq Feet North-Facing Prime Commercial Land at Ejipura Junction near Sony World Signal, Koramangala  Rare Opportunity North facing 7560 SFT, premium commercial land at Ejipura Junction , just a stones throw away from Sony World Signal , one of Bangalores most sought-after locations. Ideal for commercial establishments, offices, or retail spaces. Perfect Location helps you tap booming market of Koramangala and nearby areas like Indira Nagar Key Features Size 7560 sq. ft.Location Ejipura Road, close to Sony World Signal, KoramangalaExcellent connectivi",,,,,,,,,,,,,"12.946808,77.62871274","Lohith.k",,,"12800",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Oct/06/Photo_h180_w240/75315133_3_PropertyImage537-0131307524215_180_240.jpg"
"76272261","11883-Sq-ft-Commercial-Land-FOR-Sale-Yeswanthpur-in-Bangalore&id=4d423736323732323631"," Commercial Land for Resale in Yeswanthpur","2025-09-09T17:35:02.000Z",,"170000000","14306","₹","11883 Sq-ft Commercial Land is available for Sale in Yeswanthpur, Bangalore for 17.0 Crore(s)",,,"19201|A One Super Market","19201|ICT Service Management Solutions Private Limited","19202|Elite Public School","19202|New Carmel English School","19203|Health Unit Hospital","19203|Sparsh Hospital - Yeshwanthpur ","19210|Yeshwanthpur Metro Station","19210|Yeshwantpur Railway Station",,,"13.027758,77.5454695","Hareesh P",,,"12850",,,"North",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Nov/30/Photo_h180_w240/76272261_2_hatsAppImage20241130at1.51.22PM1_180_240.jpeg"
"70790241","6000-Sq-ft-Commercial-Land-FOR-Sale-in-Bangalore&id=4d423730373930323431"," Commercial Land for New Property in ","2025-09-06T17:35:02.000Z",,"24000000","4000","₹","Close to empire restaurant narasapura opposite to kendatti lake view",,,,,,,,,,,,"close to empire restaurant",,"matheen pasha",,,"12800",,,"North",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jan/08/Photo_h180_w240/70790241_7_1704658694531-889_180_240.jpg"
"70790241","6000-Sq-ft-Commercial-Land-FOR-Sale-in-Bangalore&id=4d423730373930323431"," Commercial Land for New Property in ","2025-09-06T17:35:02.000Z",,"24000000","4000","₹","Close to empire restaurant narasapura opposite to kendatti lake view",,,,,,,,,,,,"close to empire restaurant",,"matheen pasha",,,"12800",,,"North",,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Jan/08/Photo_h180_w240/70790241_7_1704658694531-889_180_240.jpg"
"69435899","11800-Sq-ft-Commercial-Land-FOR-Sale-Kittanahalli-in-Bangalore&id=4d423639343335383939"," Commercial Land for New Property in Kitthanahalli","2025-09-07T17:35:01.000Z",,"53000000","4492","₹","11800 Sq-ft Commercial Land is available for Sale in Kitthanahalli, Bangalore for 5.3 Crore(s)",,,,,,,,,,,,,"13.00953033,77.41913037","Yash",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Oct/07/Photo_h180_w240/69435899_1_03EE1F8FAD83466D801EA10E0DFA70B6_180_240.jpeg"
"54779797","47000-Sq-ft-Commercial-Land-FOR-Sale-NelaMangala-in-Bangalore&id=4d423534373739373937"," Commercial Land for Resale in Kaman Mallapura at Nelamangala Town","2025-09-08T17:35:02.000Z",,"22500000","479","₹","2km from bangalore - pune nation highway.1.04 acre land suitable for sites, commercial godowns, - 80 feet road in front of it.. 22 km from Bangalore towards tumkur sondekoppa road , nelamangala",,,"19201|N C S SADANA - NELAMANGALA","19201|Atri Square","19202|Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering","19202|Harsha International Public School","19203|Amrutha superspeciality hospital","19203|Shree Dhanvantari multi speciality hospital","19210|Nelamangala Bus Station Bus Stop","19210|Nelamangala Hunasemara Bus Stop",,"gangamma thimmayya chowtri","13.09756658,77.38554364","rudresh",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2021/Apr/11/Photo_h180_w240/54779797_3_PropertyImage901-5280022097285_180_240.jpg"
"81186695","1800-Sq-ft-Commercial-Land-FOR-Sale-HBR-Layout-in-Bangalore&id=4d423831313836363935"," Commercial Land for Resale in Hbr Layout","2025-09-02T11:32:05.000Z",,"52500000","29167","₹","Commercial land is available for sale. It is a good location property. Please contact for more details.",,,"19201|D Mart","19201|Infatry Tech Park","19202|S J R Public School","19202|Hmr International School","19203|Centre For Diabetes And Endocrino Care","19203|Altius Multi-speciality Hospital, HBR Layout","19210|Saraipalya Bus Stop","19210|Arabic College Metro Station",,,"13.04166407,77.63261682","saher",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka",,,,,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Sep/04/Photo_h180_w240/81186695_1_IMG-20250327-WA0043_180_240.jpg"
