state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,households,house_connection_by_pws,ispws,gen_current_pop,sc_current_pop,st_current_pop,total_current_pop,water_quality_contamination,update_date
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Kadajakanahalli,Kadajakanahalli,0000373334,158,62,Yes,311,155,106,572,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Kadajakanahalli,"Thimmaiahana Doddi",0000373335,45,40,Yes,141,36,35,212,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Kempavaderahalli,Kempavaderahalli,0000373336,71,30,Yes,171,157,7,335,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Avadedenahalli,Avadedenahalli,0000373343,167,67,Yes,350,340,62,752,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Nosenur,Nosenur,0000373352,294,102,Yes,876,467,0,1343,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Poojiganapalya,Pujiganapalya,0000373375,89,0,Yes,156,225,39,420,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Madappanadoddi,"Madappana Doddi",0000373377,52,2,Yes,85,121,20,226,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Haldenahalli,Haldenahalli,0000373275,347,72,Yes,1256,224,23,1503,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Agasthimmanahalli,Agasthimmanahalli,0000373287,5,0,Yes,29,0,0,29,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Sonnayakanapura,Sonnayakanapura,0000373288,112,76,Yes,73,440,0,513,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Telagarahalli,Telagarahalli,0000373301,174,0,Yes,719,83,30,832,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Menaseganahalli,Menaseganahalli,0000373303,139,0,Yes,479,229,1,709,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Marsoor,Marsoor,0000373309,774,362,Yes,2221,801,40,3062,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Madiwala,Madiwala,0000373311,280,0,Yes,615,526,10,1151,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Choodahalli,Choodahalli,0000373326,145,0,Yes,598,225,0,823,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Bangladoddi,Bangaladoddi,0000373329,39,0,Yes,82,70,50,202,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Mysoorammanadoddi,Mysooramanadoddi,0000373331,72,0,Yes,171,45,9,225,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,"Kammasandra Agrahara","Kammasandra Agrahara",0000373339,173,0,Yes,427,318,76,821,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Thatnahalli,Thatnahalli,0000373344,246,61,Yes,627,412,20,1059,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Kumbarahalli,Kumbarahalli,0000373347,199,0,Yes,685,148,0,833,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Lingapura,Lingapura,0000373348,112,0,Yes,260,103,231,594,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Bukkasagara,Bukkasagara,0000373365,359,211,Yes,856,545,96,1497,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,"Krishna Doddi","Krishna Doddi",0000373374,98,0,Yes,171,245,43,459,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,"Kuppusiddegowdana Doddi","Kuppasiddana Doddi",0000373379,33,2,Yes,54,77,13,144,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,"Koppa Gate","Koppa Gate",0000373384,130,0,Yes,360,236,10,606,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,"S. Bingipura","S. Bingipura",0000373389,334,180,Yes,755,614,10,1379,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hosahalli,Hosahalli,0000373400,213,177,Yes,510,473,25,1008,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Begihalli,Begihalli,0000373404,591,73,Yes,787,386,86,1259,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,"Jangal Palya",Jangalapalya,0000373407,101,0,Yes,224,208,5,437,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Kalkere,Kalkere,0000373417,809,457,Yes,2256,756,29,3041,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Sakalavara,Sakalavara,0000373419,206,30,Yes,481,379,5,865,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Byrappanahalli,Byrappanahalli,0000373429,210,35,Yes,510,398,10,918,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Bilwardahalli,Bilwardahalli,0000373436,118,0,Yes,1452,269,18,1739,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Bytarayanadoddi,"Byatarayana Doddi",0000373444,271,0,Yes,1519,218,190,1927,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,"Kannayaka Agrahara",Doddabeedu,0000373450,15,0,No,40,20,5,65,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Ontemaranadoddi,Ontemaranadoddi,0000373452,21,0,Yes,61,18,19,98,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Shivanahalli,Guddaiahanadoddi,0000373456,11,0,Yes,33,10,10,53,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Jaipuradoddi,Jaipuradoddi,0000373457,35,0,Yes,179,75,29,283,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Shivanahalli,Kateridoddi,0000373461,11,0,Yes,28,8,9,45,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Ragihalli,Ragihalli,0000373462,179,0,Yes,439,239,115,793,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Basappanadoddi,Basavanadoddi,0000373466,35,0,Yes,80,43,23,146,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Puttanayakanadoddi,Puttanayakanadoddi,0000373467,9,0,Yes,25,12,7,44,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Giddenahalli,Giddenahalli,0000373472,2,0,Yes,14,0,0,14,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Krishnasagara,Krishnasagara,0000373473,143,0,Yes,480,140,2,622,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Itchangur,Vaddarapalya,0000373475,1141,48,Yes,3365,515,30,3910,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Yadavanahalli,Yadavanahalli,0000373477,2310,552,Yes,5875,902,425,7202,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Thirumagondanahalli,Thirumagondanahalli,0000373478,710,246,Yes,1951,716,100,2767,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Mayasandra,Mayasandra,0000373490,562,220,Yes,1350,590,40,1980,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,2923,791,Yes,10551,5555,20,16126,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Thindlu,Thindlu,0000373517,290,140,Yes,1095,450,29,1574,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Kugur,Kugur,0000373527,320,92,Yes,990,328,78,1396,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Madappanahalli,Madappanahalli,0000373529,97,0,Yes,420,70,0,490,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Handenahalli,Kotiganahalli,Kotiganahalli,0000373536,73,0,Yes,113,181,0,294,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,Sompura,Sompura,0000373545,323,298,Yes,787,382,32,1201,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,"B. Hosahalli","B. Hosahalli",0000373547,300,187,Yes,820,450,0,1270,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,"Kada Agrahara","Kada Agrahara",0000373548,177,148,Yes,561,185,0,746,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,"Volagere Kallahalli","Volagere Kallahalli",0000373550,300,0,Yes,679,570,0,1249,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Gopasandra,Gopasandra,0000373560,370,34,Yes,888,440,0,1328,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Chikkanekundi,Chikkanekundi,0000373573,256,42,Yes,732,225,65,1022,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,Sanjeevanagara,0000373580,90,0,Yes,466,198,0,664,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,"Lakshmi Narayanapura",0000373581,154,0,Yes,465,201,20,686,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Govindapura,0000373593,1395,240,Yes,5660,700,0,6360,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Munimaranadoddi,Munimaranadoddi,0001622877,49,0,Yes,186,21,5,212,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Bidaraguppe,"Silk Farm",0001622878,165,0,Yes,530,190,1,721,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,"Kavala Hosahalli","Kavala Hosahalli",0001622879,466,218,Yes,1237,584,10,1831,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Lingapura,"Lingapura Jhc",0001622884,45,0,Yes,103,40,92,235,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,"Muthurayaswamy Doddi","Muthurayaswamy Doddi",0001622893,14,0,Yes,25,36,6,67,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Javaregowdanadoddi,"Javaregowdana Doddi",0000373380,5,2,Yes,14,22,4,40,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Balarabande,Balarabande,0000373381,33,0,Yes,52,76,13,141,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Basappanadoddi,"Basappana Doddi",0000373382,13,0,Yes,17,26,5,48,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Vabbasandra,Vabbasandra,0000373386,245,0,Yes,496,336,12,844,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Kempapura,Kempapura,0000373391,52,0,Yes,116,94,2,212,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Vaddarapalya,Vaddarapalya,0000373405,107,0,Yes,272,144,18,434,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Vajarahalli,Vajarahalli,0000373408,27,0,Yes,55,42,5,102,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Malenallasandra,Malenallasandra,0000373410,193,0,Yes,528,352,14,894,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,"Hale Sampigehalli","Hale Sampigehalli",0000373412,262,0,Yes,928,65,19,1012,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Laxmipura,Laxmipura,0000373413,124,0,Yes,427,164,2,593,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Hullahalli,Hullahalli,0000373422,382,125,Yes,617,1019,33,1669,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Bannerughatta,Bannerghatta,0000373430,1852,532,Yes,5255,1568,102,6925,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Kariyappanahalli,Kariyappanahalli,0000373432,449,0,Yes,1110,86,20,1216,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Sampigehalli,Sampigehalli,0000373433,431,0,Yes,1625,180,15,1820,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Amruthanagara,Amruthanagara,0000373449,200,0,Yes,658,360,40,1058,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Sollepuradoddi,Sollepuradoddi,0000373453,39,0,Yes,108,33,36,177,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,"Muninanjappana Doddi",Muninanjappaanadoddi,0000373454,11,0,Yes,31,10,11,52,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Shivanahalli,Koramaradoddi,0000373455,14,0,Yes,40,12,13,65,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Sevanayakanadoddi,Sevanayakanadoddi,0000373464,41,0,Yes,103,52,27,182,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Guddahatti,Guddahatti,0000373480,894,231,Yes,2563,1050,250,3863,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Adigondanahalli,Adigondanahalli,0000373481,327,103,Yes,1045,392,6,1443,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Halehalli,Halehalli,0000373486,248,30,Yes,568,342,0,910,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Bakthipura,Bakthipura,0000373489,85,20,Yes,260,130,0,390,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Mutsandra,Mutsandra,0000373493,138,89,Yes,163,400,8,571,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Indlabele,Indlabele,0000373495,1082,197,Yes,3550,530,70,4150,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Jigala,Jigala,0000373496,388,153,Yes,970,608,52,1630,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Chikkanahalli,Chikkanahalli,0000373497,85,0,Yes,261,90,0,351,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Mahal Chowdadenahalli","Mahal Chowdadenahalli",0000373518,139,38,Yes,420,270,0,690,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Dodda Thimmasandra","Dodda Thimmasandra",0000373520,168,144,Yes,578,268,0,846,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Kuthaganahalli,Kuthaganahalli,0000373522,259,167,Yes,932,594,0,1526,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Bovipalya,"Kuthaganahalli Bovi Palya",0000373523,104,0,Yes,555,0,0,555,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Pandithana Agrahara","Pandithana Agrahara",0000373525,240,67,Yes,610,315,0,925,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Billapura,Booragunte,Booragunte,0000373533,380,0,Yes,901,190,15,1106,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Billapura,Adigarakallahalli,Adigarakallahalli,0000373538,715,381,Yes,2680,798,18,3496,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Handenahalli,Byalahalli,Byalahalli,0000373544,19,0,Yes,60,35,0,95,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,Chambenahalli,Chambenahalli,0000373552,268,110,Yes,995,288,40,1323,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Gonigattapura,Gonigattapura,0000373565,220,7,Yes,405,366,0,771,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Gonigattapura,"Nagena Agrahara",0000373569,6,0,Yes,19,0,0,19,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Heggondahalli,Heggondahalli,0000373570,265,75,Yes,580,440,0,1020,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Kaggalipura,Kaggalipura,0000373574,63,0,Yes,161,25,57,243,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Vaddarapalya,Vaddarapalya,0001622882,290,119,Yes,853,271,15,1139,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,"Amani Bidarakere","Amani Bidarakere",0001622896,7,0,No,11,20,0,31,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Thippasandra,Thippasandra,0001852903,84,0,Yes,217,102,60,379,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Hompalgatta,Hompalgatta,0000373265,136,42,Yes,330,345,18,693,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Sabmangala,Sabmangala,0000373266,210,0,Yes,698,225,22,945,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Madiwala,"S. Madiwala",0000373271,70,0,Yes,239,90,3,332,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Marnayakanahalli,Marnayakanahalli,0000373274,165,107,Yes,480,342,30,852,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Haldenahalli,Dinnuru,0000373276,127,52,Yes,462,87,12,561,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Bidaragere,Bidaragere,0000373277,223,80,Yes,689,400,0,1089,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Arvantigepura,Arvantigepura,0000373281,58,0,Yes,92,185,1,278,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Siddanapalya,Siddanapalya,0000373289,107,0,Yes,65,380,0,445,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Sunavara,Sunavara,0000373299,275,126,Yes,835,319,82,1236,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Singasandra,Singasandra,0000373300,107,0,Yes,409,62,2,473,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Haleuru,Haleuru,0000373312,56,0,Yes,198,98,4,300,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Bandapura,Bandapura,0000373313,210,78,Yes,475,301,6,782,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Adisonnahatti,Adisonnahatti,0000373315,84,28,Yes,295,218,20,533,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Tammanayakanahalli,Arehalli,0000373325,92,0,Yes,230,348,0,578,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Baggandoddi,Baggandoddi,0000373333,103,0,Yes,188,208,52,448,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Chikkahagde,Vadderahalli,0000373338,101,0,Yes,208,180,31,419,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Yellammanapalya,Yellamanapalya,0000373342,80,0,Yes,120,208,17,345,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Seethanayakanahalli,Seethanayakanahalli,0000373350,117,0,Yes,296,76,36,408,NA,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Harapanahalli,Harapanahalli,0000373368,858,322,Yes,2671,485,154,3310,NA,2024-06-07
