state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,school_id,school_name,no_of_student,school_category,school_subcategory,update_date
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Tammanayakanahalli,Tammanayakanahalli,0000373321,0000056475,"Govt. higher Primary School",30,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Harapanahalli,Harapanahalli,0000373368,0000056529,"Govt. higher Primary School",165,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Konnasandra,Konnasandra,0000373369,0000056530,"Govt. higher Primary School",83,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hosahalli,Hosahalli,0000373400,0000056563,"Govt. Higher Primary School",29,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,"Kannayaka Agrahara","Kannayaka Agrahara",0000373446,0000056602,"Govt. Higher Primary School",9,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Guddahatti,Guddahatti,0000373480,0000056619,"Govt. Upper Primary School",78,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Adigondanahalli,Adigondanahalli,0000373481,0000056621,"Govt. upper Primary School",32,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0000056677,"Govt. Higher Primary Boys School Sarjapura",173,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001044931,"Govt High School",226,Govt.,"Secondary/Sr. Sec. with grades 1 to 10",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Billapura,Billapura,Billapura,0000373532,0002741122,GLPS,24,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Muthanallur,Muthanallur,0000373559,0000056732,"Govt. higher Primary School",82,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,Huskuru,0000373579,0000056758,"Govt. Higher Primary School",217,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,Huskuru,0000373579,0001039592,"Govt High School",187,Govt.,"Secondary/Sr. Sec. with grades 6 to 10",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Dommasandra,0000373592,0000056771,"Govt Higher Primary Girls School",166,Govt.,"Upper Primary with grades 1 to 8",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Hompalgatta,Hompalgatta,0000373265,0000056401,"Govt. Lower Primary School",9,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Madiwala,"S. Madiwala",0000373271,0000056411,"Govt. Lower Primary School",5,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,"A. Medihalli","A. Medihalli",0000373283,0000056429,"Govt. Lower Primary School",9,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Honnakalaspura,Honnakalaspura,0000373285,0000056434,"Govt. Lower Primary School",11,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Singasandra,Singasandra,0000373300,0000056450,"Govt. Lower Primary School",5,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Madiwala,Madiwala,0000373311,0000056466,"Govt. Lower Primary School",29,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Adisonnahatti,Adisonnahatti,0000373315,0000056469,"Govt. Lower Primary School",14,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Laxmipura,Laxmipura,0000373323,0000056479,"Govt. Lower Primary School",37,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Indlawadi,Indlawadi,0000373330,0000056484,"Govt. higher Primary School",142,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Yellammanapalya,Yellamanapalya,0000373342,0000056495,"Govt. Lower Primary School",24,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Seethanayakanahalli,Seethanayakanahalli,0000373350,0000056506,"Govt. Lower Primary School",8,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Bommandahalli,Bommandahalli,0000373370,0000056532,"Govt. Lower Primary School",23,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Sakalavara,Sakalavara,0000373419,0000056581,"Govt. Higher Primary School",70,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,"M. Medihalli","M. Medihalli",0000373494,0000056639,"Govt. Lower Primary School",24,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Mahal Chowdadenahalli","Mahal Chowdadenahalli",0000373518,0000056683,"Govt. Lower Primary School",16,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Mattanahalli,Mattanahalli,0000373521,0000056685,"Govt. Lower Primary School",18,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Surgajakanahalli,Surgajakanahalli,0000373297,0002740338,"GLPS BODARA HALLI",15,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Podu,Podu,0000373390,0002058102,"Govt. Lower Primary School",31,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Madappanahalli,Madappanahalli,0000373529,0000056697,"Govt. Lower Primary School",15,Govt.,"Primary only with grades 1 to 5",2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,"B. Hosahalli","B. Hosahalli",0000373547,0000056713,"Govt. Lower Primary School",20,Govt.,"Primary only with grades 1 to 5",2024-06-07
