Academic_Year,State_Code,State_Name,District_Code,District_Name,School_Management_Id,School_Management_Name,School_Category_Id,School_Category_Name,Academic_Qualification_Id,Academic_Qualification_Name,Professional_Qualification_Id,Professional_Qualification_Name,Only_Pre_Primary_Male,Only_Pre_Primary_Female,Pre_Primary_and_Primary_Male,Pre_Primary_and_Primary_Female,Only_Primary_Male,Only_Primary_Female,Primary_and_Upperprimary_Male,Primary_and_Upperprimary_Female,Only_Upperprimary_Male,Only_Upperprimary_Female,Upperprimary_and_Secondary_Male,Upperprimary_and_Secondary_Female,Only_Secondary_Male,Only_Secondary_Female,Secondary_and_Highersecondary_Male,Secondary_and_Highersecondary_Female,Only_Highersecondary_Male,Only_Highersecondary_Female,Total_Teacher,Total_Male,Total_Female
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,7,SS (VI-X),4,Graduate,4,M.Ed. or equivalent,2,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,14,5,9
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,1,PS (I-V) ,4,Graduate,6,None,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,2,UPS (I-VIII) ,4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,6,4,2
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,5, HSS (VI-XII),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,1,PS (I-V) ,4,Graduate,4,M.Ed. or equivalent,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,7,SS (VI-X),4,Graduate,3,B.Ed. or equivalent,6,2,0,0,0,0,0,0,2,1,0,0,31,41,1,4,0,0,88,40,48
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,5, HSS (VI-XII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,3,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,7,SS (VI-X),4,Graduate,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,2,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,1,PS (I-V) ,4,Graduate,5,Others,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,11,HSS (XI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,4,8
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,5, HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,15,9,6
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),5,Post graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,1,2,9,5,4
2018-19,29,Karnataka,2921,BENGALURU RURAL,4,Government Aided,7,SS (VI-X),7,Ph.D,5,Others,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,4,Government Aided,7,SS (VI-X),8,Post Doctoral,2,Bachelor of Elementary Education (B.El.Ed.),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),5,Post graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,5,2,3
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),4,Graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),5,Post graduate,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,0,7,4,3
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),4,Graduate,3,B.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),6,M.Phil,4,M.Ed. or equivalent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,93,Jawahar Navodaya Vidyalaya,5, HSS (VI-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,8,SS (IX-X),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),1,1,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,8,4,4
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,5, HSS (VI-XII),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),2,0,1,0,0,0,0,0,3,0,0,0,14,11,0,1,0,0,32,20,12
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,7,SS (VI-X),4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),3,5,0,0,0,0,0,0,1,1,0,0,32,44,8,5,0,0,99,44,55
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,7,SS (VI-X),4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,11,3,8
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,6, SS (I-X) ,4,Graduate,1,Diploma or certificate in basic teachers training of a duration not less than two years,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,4,1,3
2018-19,29,Karnataka,2921,BENGALURU RURAL,1,Department of Education,2,UPS (I-VIII) ,4,Graduate,2,Bachelor of Elementary Education (B.El.Ed.),0,0,0,0,1,3,3,2,6,12,1,2,0,0,5,4,0,0,39,16,23
