state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,scheme_id,schemes_sources_id,source_type,sourcetype_category,location,scheme_name,sanction_year,estimated_cost,expenditure,dateof_commencement,dateof_completion,update_date
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli",Gonipura,Gonipura,0000374158,0004898988,4823907,"Deep Tubewell","Ground Water","Towards Main Road","Revival of MWS scheme",2012-2013,5.00000,4.99000,"15 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli",Hampapura,Hampapura,0000374156,0004899220,4824134,"Deep Tubewell","Ground Water","Village limit","Revival of MWS  Scheme",2012-2013,5.00000,2.10144,"20 Sep 2012","31 Oct 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Sullikere,Chikkabasthi,"Chikka Basthi",0000374220,0004899537,4824431,"Deep Tubewell","Ground Water","Village limit","Revival of MWS Scheme",2012-2013,6.00000,5.99700,"15 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Agara,Byrasandra,Byrasandra,0000374144,0004902484,4826860,"Deep Tubewell","Ground Water","Colony limit","Revival of MWS Scheme",2012-2013,5.00000,5.25000,"15 Sep 2012","31 Oct 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Agara,Hosapalya,Hosapalya,0000374146,0004902486,4826862,"Deep Tubewell","Ground Water","Village limit","Revival of MWS Scheme",2012-2013,5.00000,4.99997,"15 Sep 2012","12 Dec 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Sullikere,Sullikere,Sullikere,0000374211,0004932577,4853460,"Deep Tubewell","Ground Water",GHPS,"School Water Supply",2012-2013,1.00000,0.99879,"10 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli","K. Gollahalli","K. Gollahalli",0000374164,0004932586,4853469,"Deep Tubewell","Ground Water",GHPS,"School Water Supp",2012-2013,1.00000,0.99000,"10 Sep 2012","04 Jan 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","Dodda Thogur",Mailasandra,Mailasandra,0000373955,0001753631,1502192,"Deep Tubewell","Ground Water","Near Temple","Bodagutte (Near Temple)",2008-2009,3.00000,1.45000,"31 Jan 2009","30 May 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","Konappana Agrahara",Govindashettipalya,Govindashettipalya,0000373979,0001753686,1502249,"Deep Tubewell","Ground Water","Vimochanagere Main Road","Vimochanagere Main Road",2008-2009,2.44000,1.54000,"30 Jan 2009","30 May 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Cholanayakanahalli,Metipalya,Metipalya,0000374413,0001765829,1515143,"Deep Tubewell","Ground Water","Near Varthur","Near Varthur Main Road",2008-2009,3.70000,0.00001,"21 Jan 2009","30 May 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Kumbalagodu,Kumbalagodu,"Kumbalagodu Jhc",0000374185,0001766138,1515454,"Deep Tubewell","Ground Water","Village Limit",JHC,2008-2009,3.00000,1.18000,"29 Jan 2009","30 May 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chunchanakuppe,Kethohalli,Kethohalli,0000374433,0001766876,1516196,"Deep Tubewell","Ground Water","Near Temple","Near AKC",2008-2009,1.00000,0.00001,"27 Jan 2009","09 Jul 2009",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chunchanakuppe,Kethohalli,Kethohalli,0000374433,0006849550,1516196,"Deep Tubewell","Ground Water","Near Temple","TFC 20.10.2014 Errection of Pumpset with Pipe line and Energisation to reival of PWS in KETHOHALLI HAbitation",2014-2015,4.00000,3.58527,"10 Dec 2014","09 Mar 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Channenahalli,Chennanahalli,Chennanahalli,0000374399,0002595010,2400190,"Deep Tubewell","Ground Water","village limits","Providing Community Terrafil Units at Channenahalli in Bangalore South Taluk",2009-2010,1.10000,0.00100,"10 Feb 2010","15 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Ajjanahalli,Madapatna,Madapatna,0000374466,0002595133,2400320,"Deep Tubewell","Ground Water","VILLAGE LIMITS","Providing Community Terrafil Units at Madapatna Colony in Bangalore South Taluk",2009-2010,0.55000,0.00100,"10 Feb 2010","15 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Ajjanahalli,Hunnigere,Unnigere,0000374461,0002595634,2400842,"Deep Tubewell","Ground Water","village limits","Providing Community Terrafil Units at Unnigere in Bangalore South Taluk",2009-2010,0.55000,0.00100,"10 Feb 2010","15 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chikkanahalli,Donnenahalli,Chanappanapalya,0000374484,0002596403,2401683,"Deep Tubewell","Ground Water","village limits","Providing Community Terrafil Units at Channappana Palya in Bangalore South Taluk",2010-2011,1.65000,0.00000,"15 Nov 2010","15 Feb 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chikkanahalli,Dodderi,Dodderi,0000374476,0002596604,2401899,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.40000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Cholanayakanahalli,Cholanayakanahalli,Channamaraiahanapalya,0000374417,0002596754,2402071,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chunchanakuppe,Punagamaranahalli,Punagamaranahalli,0000374431,0002596857,2402168,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,0.55000,0.00000,"15 Nov 2010","15 Feb 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","Dodda Thogur","Dodda Thogur","Dodda Thogur",0000373963,0002596877,2402189,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,11.00000,0.00000,"15 Nov 2010","28 Feb 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","H. Gollahalli","H. Gollahalli","H. Gollahalli",0000374115,0002596920,2402231,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,1.65000,0.00000,"15 Nov 2010","15 Feb 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli",Gaviyanapalya,Gaviyanapalya,0000374162,0002596978,2402287,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,1.10000,0.00000,"15 Nov 2010","28 Dec 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli",Seegehalli,Seegehalli,0000374149,0002597163,2402487,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Ramohalli,Bheemanakuppe,Bheemanakuppe,0000374190,0006942103,2402556,"Deep Tubewell","Ground Water","Near temple","G TFC130315 Providing  Erection of Pumpset with Pipe line to Borewell at  Bhimanakuppe Habitation,Ramohalli GP Bangalore South Taluk",2014-2015,4.50000,4.49604,"20 Apr 2015","31 Mar 2017",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Channenahalli,"C Jattipalya","Chennanahalli Jattipalya",0000374400,0002597405,2402743,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Ramohalli,Maragondanahalli,Maragondanahalli,0000374200,0002599342,2404804,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,2.20000,0.00000,"15 Nov 2010","28 Nov 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Taralu,Vaasudevapura,Vasudevapura,0000374067,0002597043,2405031,"Deep Tubewell","Ground Water",NA,"Village Limits",2010-2011,4.00000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Taralu,Vaasudevapura,Vasudevapura,0000374067,0002599642,2405126,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,1.65000,0.00000,"15 Nov 2010","28 Dec 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chikkanahalli,Chikkanahalli,Shanthinagara,0000374223,0002599742,2405227,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,1.10000,"30 Jun 2010","12 Oct 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chunchanakuppe,Kethohalli,Kethohalli,0000374433,0002600326,2405826,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2009-2010,2.20000,0.00100,"10 Feb 2010","15 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Chikkanahalli,Chikkanahalli,Pachepalya,0000374224,0002605970,2411670,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,0.00000,"30 Jun 2010","31 Mar 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Cholanayakanahalli,Cholanayakanahalli,Bandepalya,0000374416,0002605986,2411686,"Deep Tubewell","Ground Water","Village Limits","Village Limits",2010-2011,4.00000,1.45000,"30 Jun 2010","10 Oct 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","H. Gollahalli",Doddabele,Doddabele,0000374113,0002613446,2419649,"Deep Tubewell","Ground Water","village limits","Community Terrafil Units",2010-2011,2.20000,0.00000,"15 Nov 2010","28 Dec 2011",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South",Channenahalli,Honnaganahatti,Honnaganahatti,0000374398,0003606765,3471559,"Deep Tubewell","Ground Water","Near Road Side","Additional Pipe Line",2011-2012,2.50000,0.00000,"15 Jun 2011","15 Mar 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore South","K. Golahalli",Kenchanapalya,Kenchanapalya,0000374167,0003619701,3484470,"Deep Tubewell","Ground Water","Near Road Side","Pipeline Extension",2011-2012,1.00000,0.00000,"15 Jul 2011","15 Mar 2012",2024-06-07
