state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,scheme_id,schemes_sources_id,source_type,sourcetype_category,location,scheme_name,sanction_year,estimated_cost,expenditure,dateof_commencement,dateof_completion,update_date
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Mullur,"Mullur Colony",0000374285,0003176023,3026880,"Deep Tubewell","Ground Water","Near Nanjappas House","Near Nanjappas House","Not Known",0.90000,0.00000,"26 Nov 2010","26 Nov 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Mullur,Mullur,0000374284,0003176037,3026894,"Deep Tubewell","Ground Water","Sri Shanimahatmaswamy Temple","Sri Shanimahatmaswamy Temple","Not Known",0.90000,0.00000,"26 Nov 2010","26 Nov 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Mullur,Mullur,0000374284,0003176044,3026901,"Deep Tubewell","Ground Water","Near Transformer","Near Transformer","Not Known",0.90000,0.00000,"26 Nov 2010","26 Nov 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Mullur,Mullur,0000374284,0003176050,3026907,"Deep Tubewell","Ground Water","Near Someshwara Temple","Near Someshwara Temple","Not Known",0.90000,0.00000,"26 Nov 2010","26 Nov 2010",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Bande Hosur","Bande Hosur",0000374364,0003308463,3164894,"Deep Tubewell","Ground Water","Hosur bande, Bagalur Main Road","Hosur bande, Bagalur Main Road","Not Known",0.90000,0.00000,"01 Jan 1900","01 Jan 1900",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Chikka Gubbi","Chikka Gubbi",0000374362,0007572986,250169948,"Deep Tubewell","Ground Water",Chikkagubbi,"TFC221116 Drilling of Borewell at Chikkagubbi Habitation, Kannur GP, Bangalore East Taluk",2016-2017,2.20000,2.06087,"15 Jan 2017","28 Feb 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Bidarahalli,Bidarahalli,0000374307,0007573060,250170006,"Deep Tubewell","Ground Water",Bidarahalli,"TFC221116 Drilling of Borewell at Bidarahalli Habitation, Bidarahalli GP, Bangalore East Taluk",2016-2017,2.20000,2.19377,"15 Jan 2017","28 Feb 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Kodathi,"Kodathi Colony",0000374289,0007573073,250170019,"Deep Tubewell","Ground Water","Kodathi Colony","TFC221116 Drilling of Borewell at Kodathi Colony , Kodathi GP, Bangalore East Taluk",2016-2017,2.20000,2.19839,"15 Jan 2017","28 Feb 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Hirandahalli,Hirandahalli,0000374313,0007573086,250170034,"Deep Tubewell","Ground Water",Hirandahalli,"TFC221116 Drilling of Borewell at Hirandahalli Habitation, Bidarahalli GP, Bangalore East Taluk",2016-2017,2.20000,2.19377,"15 Jan 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Kannur,Kannur,0000374363,0007637892,250185559,"Deep Tubewell","Ground Water","Balappa layut","TFC220217 Drilling of Borewell at Kannur Habitation, Kannur GP, Bangalore East Taluk",2016-2017,2.20000,2.19627,"05 May 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Yerappanahalli,Yerappanahalli,0000374369,0007638955,250185797,"Deep Tubewell","Ground Water","Tank Bed","TFC220217 Drilling of Borewell at Yarappanahalli Habitation, Kannur GP, Bangalore East Taluk",2016-2017,2.20000,2.19625,"05 May 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,"Kada Agrahara","Kada Agrahara",0000374316,0007640948,250186099,"Deep Tubewell","Ground Water","Village limit","TFC220217 Drilling of Borewell at Kadaagrahara Habitation, Bidarahalli GP, Bangalore East Taluk",2016-2017,2.20000,2.15573,"05 May 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Avalahalli,Cheemasandra,Cheemasandra,0000374332,0007701646,250196132,"Deep Tubewell","Ground Water","Village Limit","TFC170417 Drilling of Borewell at Cheemasandra Habitation, Avalahalli G.P Bangalore East Taluk",2017-2018,2.00000,1.95920,"10 Jul 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddabanahalli,Katamnallur,Katamnallur,0000374343,0007701683,250196145,"Deep Tubewell","Ground Water","Village limit","TFC170417 Drilling of Borewell at Katamnalluru Habitation, Doddabanahalli G.P Bangalore East Taluk",2017-2018,2.40000,2.39739,"10 Jul 2017","31 Mar 2018",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Bande Hosur","Bande Hosur",0000374364,0007701731,250196168,"Deep Tubewell","Ground Water",GLPS,"TFC170417 Drilling of Borewell at Bande Hosur Habitation, Kannur  GP, Bangalore East Taluk",2017-2018,2.40000,0.00000,"10 Jul 2017","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Adur,Adur,0000374315,0007832520,250228364,"Deep Tubewell","Ground Water","village limit","G Revival of MWS scheme at Adur Habitation, Adur Village Bidarahalli GP, Bangalore East Taluk",2018-2019,1.00000,0.00000,"15 Sep 2018","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Chikka Gubbi","Chikka Gubbi",0000374362,0008220794,250240832,"Deep Tubewell","Ground Water","Village Limit","15 Crore 12102020 Drilling of Borewell at  Chikkagubbi Village Kannur  GP Bangalore East taluk",2020-2021,2.85000,2.60038,"14 Feb 2021","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Mandur,Huskur,"Huskur Kodi",0000374330,0007846703,250240848,"Deep Tubewell","Ground Water","Village limit","G Revival of PWS scheme at Huskur kodi Habitation, Huskur kodi Village Manduru GP, Bangalore East Taluk",2018-2019,2.50000,0.00000,"05 Oct 2018","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Seegehalli,Seegehalli,Seegehalli,0000374350,0007846712,250240853,"Deep Tubewell","Ground Water","village limit","G Revival of PWS scheme at Seegehalli Habitation, Seegehalli Village Seegehalli GP, Bangalore East Taluk",2018-2019,2.20000,2.11709,"05 Oct 2018","28 Feb 2019",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddabanahalli,Konadasapura,Konadasapura,0000374342,0007851024,250245078,"Deep Tubewell","Ground Water","Village Limit","G Revival of PWS scheme at Konadasapura Habitation, Konadasapura Village, Doddabanahalli GP, Bangalore East Taluk",2018-2019,2.45000,2.44633,"05 Sep 2018","31 Mar 2019",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannamangala,"Khaji Sonnenahalli","Khaji Sonnenahalli",0001622936,0008215927,250245179,"Deep Tubewell","Ground Water","Village Limit","15 Crore 12102020 Providing water supply to Farmers (Kannamangala Samudaya bavana Currently use for Anganawad) bavanai at Kajisonnenalli Village Kiannamangala GP Bangalore East taluk",2020-2021,1.00000,0.99988,"27 Feb 2021","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddagubbi,Doddagubbi,Doddagubbi,0000374377,0007852505,250246368,"Deep Tubewell","Ground Water","Village limit","G Revival of PWS scheme at Doddagubbi Habitation, Doddagubbi Village,Doddagubbi GP, Bangalore East Taluk",2018-2019,4.25000,0.00000,"05 Sep 2018","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Gundur,Gundur,0000374310,0007852506,250246369,"Deep Tubewell","Ground Water","village limit","G Revival of MWS scheme at Gundur Habitation, Gundur Village,Bidarahalli GP, Bangalore East Taluk",2018-2019,5.00000,0.00000,"05 Sep 2018","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Kannur,Kannur,0000374363,0005628206,5593538,"Deep Tubewell","Ground Water","Village limit","Drinking Water Facility to Anganawadi",2013-2014,1.00000,0.00000,"22 Sep 2013","20 Mar 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Kodathi,Kodathi,0000374288,0005628230,5593568,"Deep Tubewell","Ground Water","Village limit","Drinking Water Facility to Anganawadi",2013-2014,1.00000,0.99881,"22 Sep 2013","20 Mar 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Halanayakanahalli,"Hado Siddapura","Hado Siddapura",0000374290,0005628237,5593575,"Deep Tubewell","Ground Water","Village limit","Drinking Water Facility to Anganawadi",2013-2014,1.00000,0.99881,"20 Sep 2013","31 Oct 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Yerappanahalli,Yerappanahalli,0000374369,0005628334,5593677,"Deep Tubewell","Ground Water","Village limit","Drinking Water Facility to Anganawadi",2013-2014,1.00000,0.00000,"22 Sep 2013","31 Dec 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Mandur,Bendiganahalli,Bendiganahalli,0000374328,0005640365,5600397,"Deep Tubewell","Ground Water","Village limit","Revival of MWS Scheme",2013-2014,5.00000,5.05386,"15 Sep 2013","28 Feb 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Avalahalli,Veeranahlli,Veeranahalli,0000374334,0005812402,250006714,"Deep Tubewell","Ground Water","Village limit","Revival of PWS Scheme",2013-2014,7.00000,6.99930,"10 Sep 2013","08 Jul 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Mandur,Mandur,Mandur,0000374317,0006134416,250020974,"Deep Tubewell","Ground Water","Village limit","Drilling of Borewell",2013-2014,1.70000,1.69950,"13 Jul 2013","03 Mar 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Byappanahalli,Byappanahalli,0000374308,0006134429,250020976,"Deep Tubewell","Ground Water","Village limit","Drilling of Borewell",2013-2014,2.31000,2.30950,"07 Jul 2013","03 Mar 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Bande Bommasandra","Bande Bommasandra",0000374361,0006686203,250073600,"Deep Tubewell","Ground Water","village limit","SCP Drilling of Borewell",2014-2015,2.00000,1.11498,"19 Jul 2014","31 Dec 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,Kithaganur,"Kithaganur Colony",0000374341,0006686246,250073617,"Deep Tubewell","Ground Water","village limit","Drilling of borewell",2014-2015,2.00000,2.12281,"19 Jul 2014","31 Mar 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,"Kurudu Sonnenahalli","Kurudu Sonnenahalli",0000374333,0006686278,250073635,"Deep Tubewell","Ground Water","village limit","drilling of borewell",2014-2015,2.00000,1.82862,"19 Jul 2014","04 Sep 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Mullur,Mullur,0000374284,0006686567,250073776,"Deep Tubewell","Ground Water","Village limit","Drilling of Borewell",2014-2015,2.00000,2.34172,"19 Jul 2014","15 Sep 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Sullikunte,Sullikunte,0000374286,0006686569,250073778,"Deep Tubewell","Ground Water","At Sullikunte Dinne","Drilling of Borewell",2014-2015,2.00000,2.01407,"19 Jul 2014","31 Mar 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Mandur,Bommenahalli,Bommenahalli,0000374327,0006849763,250076109,"Deep Tubewell","Ground Water","Near road side","G TFC 20.10.2014 Drilling of Borewell,Errection of Pumpset with Pipe line and Energisation in Bommenahalli Habitation.",2014-2015,5.00000,4.90644,"10 Dec 2014","26 Mar 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,Halehalli,Halehalli,0000374338,0006849773,250076119,"Deep Tubewell","Ground Water","Near Main road","SCP  TFC 20.10.2014 Drilling of Borewell,Errection of Pumpset with Pipe line and Energisation inHalehalli Habitation",2014-2015,7.00000,6.99996,"10 Dec 2014","31 Mar 2016",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Kodathi,"Kodathi Gate",0001725229,0004124458,4003906,"Deep Tubewell","Ground Water","Village Limit Road","Providing MWS",2011-2012,6.00000,0.00000,"25 Aug 2011","15 Feb 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Seegehalli,Dommasandra,Dommasandra,0001725531,0004124497,4003946,"Deep Tubewell","Ground Water","Village Main Road","Providing MWS",2011-2012,6.00000,0.00000,"21 Aug 2011","15 Mar 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Avalahalli,Cheemasandra,Cheemasandra,0000374332,0004870153,4797195,"Deep Tubewell","Ground Water","Village Limit","Revival of PWS Scheme",2012-2013,10.00000,9.95860,"25 Sep 2012","08 Jan 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,"Kurudu Sonnenahalli","Kurudu Sonnenahalli",0000374333,0004870171,4797211,"Deep Tubewell","Ground Water","Colony Road","Revival of PWS Scheme",2012-2013,8.00000,8.01588,"15 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Seegehalli,Seegehalli,Seegehalli,0000374350,0004872120,4798997,"Deep Tubewell","Ground Water","Village Limit","Providing Piped Water Supply Scheme",2012-2013,15.00000,17.26324,"15 Sep 2012","10 Mar 2014",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannamangala,"Khaji Sonnenahalli","Khaji Sonnenahalli",0001622936,0004872125,4799002,"Deep Tubewell","Ground Water","Village Limit road","Providing Piped Water Supply Scheme",2012-2013,25.00000,25.00000,"15 Sep 2012","31 Mar 2015",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddabanahalli,Chikkabanahalli,Chikkabanahalli,0000374349,0004872130,4799007,"Deep Tubewell","Ground Water","Colony road","Revival of MWS Scheme",2012-2013,5.00000,4.99984,"15 Sep 2012","04 Dec 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Mittaganahalli,Mittaganahalli,0000374366,0004872138,4799015,"Deep Tubewell","Ground Water","Towards Colony Road","Revival of MWS Scheme",2012-2013,5.00000,5.67345,"15 Sep 2012","31 Oct 2012",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Bidarahalli,Bidarahalli,0000374307,0004872150,4799027,"Deep Tubewell","Ground Water","Village limit","Revival of PWS Scheme",2012-2013,8.00000,8.53604,"15 Sep 2012","28 Feb 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Kammasandra,Kammasandra,0000374309,0004872154,4799031,"Deep Tubewell","Ground Water","main road","Revival of MWS Scheme",2012-2013,5.00000,5.00000,"20 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Gundur,Gundur,0000374310,0008220764,4799034,"Deep Tubewell","Ground Water","Colony road","15 Crore 12102020 Drilling of Borewell at  Gundur Village Bidarahalli  GP Bangalore East taluk",2020-2021,3.25000,2.94591,"25 Feb 2021","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Valepura,"Valepura Colony",0000374256,0004932570,4853453,"Deep Tubewell","Ground Water",GLPS,"School Water Supply",2012-2013,1.00000,0.99858,"15 Sep 2012","20 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Kannur,Kannur,0000374363,0004932606,4853488,"Deep Tubewell","Ground Water",GUPS,"School Water Supply",2012-2013,1.00000,0.99319,"10 Sep 2012","02 Jan 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,Mittaganahalli,Mittaganahalli,0000374366,0004932612,4853494,"Deep Tubewell","Ground Water",GUPS,"School Water Supply",2012-2013,1.00000,0.99900,"15 Sep 2012","04 Jan 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Halanayakanahalli,Halanayakanahalli,Halanayakanahalli,0000374292,0004933398,4854270,"Deep Tubewell","Ground Water",GLPS,"School Water Supply",2012-2013,1.00000,0.99858,"10 Sep 2012","15 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Margondanahalli,Margondanahalli,0000374312,0005219864,5163086,"Deep Tubewell","Ground Water","Muneshwara badavane","Revival of MWS",2012-2013,4.00000,3.88074,"26 Dec 2012","15 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Halanayakanahalli,Halanayakanahalli,Halanayakanahalli,0000374292,0005219867,5163093,"Deep Tubewell","Ground Water","towards Village main road","Revival of PWS",2012-2013,2.00000,1.76850,"26 Dec 2012","21 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannur,"Kadu Sonnappanahalli","Kadu Sonnappanahalli",0000374367,0005219892,5163118,"Deep Tubewell","Ground Water","Main road","Revival of MWS",2012-2013,3.00000,3.99076,"20 Dec 2012","01 Mar 2013",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannamangala,"Khaji Sonnenahalli","Khaji Sonnenahalli",0001622936,0007913756,250283980,"Deep Tubewell","Ground Water","Village limit","SCP Revival of PWS scheme Drilling of Borewell and pipeline at Kajisonnenahalli Village  Kannamangala GP Bangalore east taluk",2019-2020,3.50000,3.46421,"10 Oct 2019","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Halanayakanahalli,Halanayakanahalli,Krishnappanagara,0001726549,0007914099,250284270,"Deep Tubewell","Ground Water","Village limit","SCP Revival of PWS Drilling of borewell scheme at A.Krishnappanagara Habitation Halanayakanahalli GP",2019-2020,3.25000,3.23716,"10 Oct 2019","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Halanayakanahalli,"Hado Siddapura","Hado Siddapura",0000374290,0007914107,250284277,"Deep Tubewell","Ground Water","Village limit","SCP Revival of PWS Drilling of borewell Scheme at Hadusiddapura Habitation Halanayakanahalli GP",2019-2020,3.25000,3.23132,"10 Oct 2019","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Hirandahalli,"Hirandahalli Colony",0000374314,0007914116,250284285,"Deep Tubewell","Ground Water","Village limit","SCP Revival of MWS drilling of Borewell,Errection of pumpset With pipeline Scheme at Hirandahalli Colony Habitation Bidarahalli GP",2019-2020,12.00000,11.81101,"25 Oct 2019","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Gundur,"Gundur Colony",0000374311,0007914120,250284289,"Deep Tubewell","Ground Water","Village limit","SCP Revival of MWS Drilling of borewell Errection of pumpset with pipeline scheme at Gundur Colony Bidarahalli GP",2019-2020,12.00000,11.43349,"25 Oct 2019","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddabanahalli,Doddabanahalli,"Doddabanahalli Colony",0000374348,0007966167,250289748,"Deep Tubewell","Ground Water","Village limit","TFC CEO 080319 Providing and Erection of Pump and motor to Doddabanahalli Colony,  Doddabanahalli Gram Panchayath Bangalore East Taluk",2019-2020,4.77000,4.76312,"01 Apr 2020","31 Mar 2020",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Doddabanahalli,Bandapura,Bandapura,0000374345,0007966235,250289749,"Deep Tubewell","Ground Water","Village limit","TFC CEO 080319 Drilling of Borewell at Bandapura Village,  Doddabanahalli Gram Panchayath Bangalore East Taluk",2019-2020,2.90000,2.89769,"01 Apr 2020","31 Mar 2020",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Avalahalli,Veeranahlli,Veeranahalli,0000374334,0008008905,250290422,"Deep Tubewell","Ground Water","Cipla road","CAP 1 Driiling of Borewell at Veerenahalli habitation Avalahalli GP Bangalore East Taluk",2020-2021,3.00000,2.99924,"08 Jun 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,"Kurudu Sonnenahalli","Kurudu Sonnenahalli",0000374333,0008008913,250290426,"Deep Tubewell","Ground Water","kodigehalli main road","CAP 2  Driiling of Borewell at Kurudusonnenahalli habitation Kithaganuru GP Bangalore East Taluk",2020-2021,2.90000,2.89560,"08 Jun 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Mandur,Thirumenahalli,Thirumenahalli,0000374322,0008009704,250290470,"Deep Tubewell","Ground Water",Tankbed,"CAP 1 Driiling of Borewell at Thirumenahalli habitation Mandur GP Bangalore East Taluk",2020-2021,3.75000,3.73840,"01 Jun 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kodathi,Kodathi,"Kodathi Gate",0001725229,0008009734,250290476,"Deep Tubewell","Ground Water","OHT near Graevy yard","CAP 1 Driiling of Borewell at Kodathi Gate habitation Kodathi GP Bangalore East Taluk",2020-2021,3.30000,3.29593,"01 Jun 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Bidarahalli,Bidarahalli,0000374307,0008045023,250294677,"Deep Tubewell","Ground Water","Manjunatha layout Main road side","Drilling of Borewell Scheme at Bidarahalli Village Bidarahalli GP Bangalore East tq",2020-2021,3.25000,2.93819,"17 Jul 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Gundur,Gundur,0000374310,0008045033,250294678,"Deep Tubewell","Ground Water","Chikkasandra road near Rajakaluve","10 Crore 22052020 Drilling of borewell at Gundur Village Bidarahalli GP Bangalore East tq",2020-2021,3.25000,2.94899,"16 Jul 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Bidarahalli,Margondanahalli,Margondanahalli,0000374312,0008069857,250295050,"Deep Tubewell","Ground Water","at Sunny Layot Limits","CAP 1  Providing and Laying of Pipeline at Margondanahalli villag Bidarahalli GP Bangalore East Taluk",2020-2021,1.50000,1.49575,"05 Jun 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kannamangala,Kannamangala,"Kannamangala Dinnur",0001847725,0008208641,250298999,"Deep Tubewell","Ground Water","Near anganawadi","Providing Water Supply to Anganawadi fitting of Taps to Kitchen and Toilets at Kannamangala Dinnuru Kannamangala GP Bangalore east Taluk",2020-2021,0.14500,0.11648,"25 Dec 2020","03 May 2023",2024-06-07
Karnataka,"Bengaluru Urban","Bangalore East",Kittaganuru,Kithaganur,"Kithaganur Colony",0000374341,0008215916,250299352,"Deep Tubewell","Ground Water","Karnashri layout","15 Crore 12102020 Drilling of Borewell at Kithaganuru Colony (Karnashri layout) Kithaganuru GP Bangalore East taluk",2020-2021,3.00000,1.12491,"22 Feb 2021","03 May 2023",2024-06-07
