country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","12-11-2025 02:00:00",14.465052,78.824187,SO2,13,19,15
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","12-11-2025 02:00:00",14.465052,78.824187,OZONE,17,19,18
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","12-11-2025 02:00:00",16.9872867,81.7363176,PM10,105,167,132
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","12-11-2025 02:00:00",16.9872867,81.7363176,NH3,3,5,4
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","12-11-2025 02:00:00",13.615387,79.409230,NO2,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","12-11-2025 02:00:00",13.615387,79.409230,SO2,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","12-11-2025 02:00:00",13.615387,79.409230,CO,16,33,18
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","12-11-2025 02:00:00",13.615387,79.409230,OZONE,22,23,22
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","12-11-2025 02:00:00",16.536107,80.594233,NO2,18,21,19
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","12-11-2025 02:00:00",16.536107,80.594233,CO,33,41,33
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","12-11-2025 02:00:00",16.509717,80.612222,NO2,45,102,68
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","12-11-2025 02:00:00",16.509717,80.612222,CO,30,37,34
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","12-11-2025 02:00:00",16.554731,80.649110,OZONE,66,148,92
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","12-11-2025 02:00:00",17.72,83.3,PM10,122,322,150
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","12-11-2025 02:00:00",27.103358,93.679645,PM10,28,104,66
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","12-11-2025 02:00:00",27.103358,93.679645,NH3,1,1,1
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","12-11-2025 02:00:00",27.103358,93.679645,SO2,7,13,10
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","12-11-2025 02:00:00",27.103358,93.679645,OZONE,4,8,7
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","12-11-2025 02:00:00",26.10887,91.589544,PM2.5,25,73,43
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","12-11-2025 02:00:00",26.10887,91.589544,PM10,28,83,49
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","12-11-2025 02:00:00",26.187500,91.744194,PM10,34,72,51
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","12-11-2025 02:00:00",26.181742,91.78063,SO2,31,34,32
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","12-11-2025 02:00:00",26.349082,92.68449,PM10,32,35,32
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","12-11-2025 02:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","12-11-2025 02:00:00",26.446912,91.439057,PM2.5,43,173,82
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","12-11-2025 02:00:00",26.446912,91.439057,NO2,8,18,14
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","12-11-2025 02:00:00",25.567520,83.966379,OZONE,2,82,2
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","12-11-2025 02:00:00",25.7808257,84.7446768,PM2.5,45,230,86
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","12-11-2025 02:00:00",24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","12-11-2025 02:00:00",24.7955,84.9994,CO,34,66,52
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","12-11-2025 02:00:00",24.792403,84.992416,PM2.5,87,283,142
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","12-11-2025 02:00:00",24.792403,84.992416,NO2,2,7,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","12-11-2025 02:00:00",24.792403,84.992416,NH3,5,6,5
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","12-11-2025 02:00:00",25.42742023,86.13886079,PM2.5,57,166,103
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","12-11-2025 02:00:00",26.80365,84.51954,PM10,57,150,113
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","12-11-2025 02:00:00",26.80365,84.51954,NO2,7,10,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","12-11-2025 02:00:00",26.80365,84.51954,OZONE,19,22,22
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","12-11-2025 02:00:00",25.251013,86.989001,SO2,3,57,46
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","12-11-2025 02:00:00",25.265194,87.012947,PM2.5,62,97,75
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","12-11-2025 02:00:00",25.586562,85.043586,SO2,8,12,9
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","12-11-2025 02:00:00",25.592539,85.227158,NO2,7,14,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","12-11-2025 02:00:00",25.610369,85.132568,CO,34,78,55
India,Bihar,Patna,"Muradpur, Patna - BSPCB","12-11-2025 02:00:00",25.619651,85.147382,PM2.5,136,248,183
India,Bihar,Patna,"Muradpur, Patna - BSPCB","12-11-2025 02:00:00",25.619651,85.147382,SO2,7,11,9
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","12-11-2025 02:00:00",25.599486,85.113666,PM2.5,115,254,174
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","12-11-2025 02:00:00",26.63086,84.90051,CO,36,54,48
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","12-11-2025 02:00:00",26.63086,84.90051,OZONE,2,4,2
India,Bihar,Munger,"Town Hall, Munger - BSPCB","12-11-2025 02:00:00",25.376776,86.471523,OZONE,13,42,14
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","12-11-2025 02:00:00",26.11442,85.39813,SO2,2,6,4
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","12-11-2025 02:00:00",26.1403345,85.3650192,SO2,8,20,15
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","12-11-2025 02:00:00",26.1403345,85.3650192,OZONE,14,71,22
India,Assam,Silchar,"Tarapur, Silchar - PCBA","12-11-2025 02:00:00",24.82827,92.79525,OZONE,2,8,2
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","12-11-2025 02:00:00",26.987634,94.636574,NH3,2,6,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","12-11-2025 02:00:00",26.146529,87.454184,PM2.5,2,167,60
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","12-11-2025 02:00:00",25.5626095,84.663264,PM2.5,26,53,42
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","12-11-2025 02:00:00",11.654054,92.734055,SO2,NA,NA,NA
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","12-11-2025 02:00:00",11.654054,92.734055,CO,28,74,52
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","12-11-2025 02:00:00",14.675886,77.593027,OZONE,31,72,55
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","12-11-2025 02:00:00",13.204880,79.097889,NO2,22,24,23
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","12-11-2025 02:00:00",24.762518,84.982348,NO2,20,22,21
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","12-11-2025 02:00:00",24.762518,84.982348,OZONE,12,36,19
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","12-11-2025 02:00:00",25.560083,87.553265,PM2.5,57,143,89
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","12-11-2025 02:00:00",27.308328,84.531742,NH3,1,2,1
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","12-11-2025 02:00:00",21.258815,81.578979,SO2,11,16,13
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","12-11-2025 02:00:00",21.219665,81.630094,PM2.5,33,115,73
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","12-11-2025 02:00:00",21.219665,81.630094,CO,40,102,77
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","12-11-2025 02:00:00",21.237755,81.705301,PM10,63,109,89
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","12-11-2025 02:00:00",21.237755,81.705301,NO2,15,20,18
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","12-11-2025 02:00:00",21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","12-11-2025 02:00:00",21.371751,81.664929,NO2,6,37,16
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","12-11-2025 02:00:00",21.371751,81.664929,NH3,3,3,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","12-11-2025 02:00:00",21.371751,81.664929,OZONE,4,19,6
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","12-11-2025 02:00:00",22.06631475,83.33820077,NH3,1,2,1
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","12-11-2025 02:00:00",22.06631475,83.33820077,CO,18,50,36
India,Delhi,Delhi,"Alipur, Delhi - DPCC","12-11-2025 02:00:00",28.815329,77.153010,PM10,185,500,413
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","12-11-2025 02:00:00",22.118125,83.140608,CO,24,57,42
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","12-11-2025 02:00:00",22.118125,83.140608,OZONE,10,180,29
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","12-11-2025 02:00:00",22.368195,82.746431,SO2,7,22,9
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","12-11-2025 02:00:00",22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","12-11-2025 02:00:00",22.348441,82.549611,SO2,2,19,10
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","12-11-2025 02:00:00",22.126650,83.483212,PM2.5,29,69,50
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","12-11-2025 02:00:00",22.126650,83.483212,OZONE,5,55,12
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","12-11-2025 02:00:00",22.1910172,83.5197009,PM2.5,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","12-11-2025 02:00:00",22.1910172,83.5197009,PM10,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","12-11-2025 02:00:00",22.1910172,83.5197009,SO2,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","12-11-2025 02:00:00",21.258815,81.578979,NH3,4,5,4
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","12-11-2025 02:00:00",21.194815,81.314770,NO2,12,96,43
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","12-11-2025 02:00:00",21.194815,81.314770,CO,10,74,52
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","12-11-2025 02:00:00",21.185571,81.343175,PM2.5,9,83,40
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","12-11-2025 02:00:00",21.185571,81.343175,NH3,3,3,3
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","12-11-2025 02:00:00",21.185571,81.343175,OZONE,5,30,11
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","12-11-2025 02:00:00",21.224231,81.408350,NO2,20,99,39
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","12-11-2025 02:00:00",22.08815,82.13737,PM2.5,44,95,69
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","12-11-2025 02:00:00",22.08815,82.13737,PM10,56,109,85
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","12-11-2025 02:00:00",28.5512005,77.2735737,PM10,205,481,375
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","12-11-2025 02:00:00",28.5512005,77.2735737,CO,12,109,94
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","12-11-2025 02:00:00",28.656756,77.227234,NH3,8,18,13
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","12-11-2025 02:00:00",28.656756,77.227234,OZONE,1,105,18
India,Delhi,Delhi,"DTU, Delhi - CPCB","12-11-2025 02:00:00",28.7500499,77.1112615,PM2.5,117,372,295
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","12-11-2025 02:00:00",28.498571,77.264840,NH3,8,10,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","12-11-2025 02:00:00",28.5710274,77.0719006,PM10,245,500,411
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","12-11-2025 02:00:00",25.599486,85.113666,CO,18,100,62
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","12-11-2025 02:00:00",25.03280,85.41948,PM10,38,103,79
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","12-11-2025 02:00:00",25.892357,86.590325,OZONE,10,19,12
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","12-11-2025 02:00:00",25.859655,85.77944,PM2.5,40,70,58
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","12-11-2025 02:00:00",25.859655,85.77944,PM10,40,69,58
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.647622,77.3158090,PM2.5,312,500,438
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","12-11-2025 02:00:00",28.4706914,77.1099364,PM2.5,313,500,398
India,Delhi,Delhi,"Bawana, Delhi - DPCC","12-11-2025 02:00:00",28.776200,77.051074,CO,42,101,92
India,Delhi,Delhi,"Bawana, Delhi - DPCC","12-11-2025 02:00:00",28.776200,77.051074,OZONE,4,196,37
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","12-11-2025 02:00:00",28.7256504,77.2011573,CO,28,110,92
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","12-11-2025 02:00:00",28.5918245,77.2273074,CO,32,87,76
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","12-11-2025 02:00:00",28.611281,77.237738,NH3,14,21,18
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","12-11-2025 02:00:00",28.60909,77.0325413,PM2.5,44,364,210
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","12-11-2025 02:00:00",28.570173,76.933762,PM10,159,420,277
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","12-11-2025 02:00:00",24.952822,84.002396,NH3,2,5,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","12-11-2025 02:00:00",26.2271665,84.3570427,OZONE,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","12-11-2025 02:00:00",30.751462,76.762879,PM2.5,48,94,70
India,Delhi,Delhi,"ITO, Delhi - CPCB","12-11-2025 02:00:00",28.628624,77.241060,NO2,32,155,76
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","12-11-2025 02:00:00",23.020509,72.579261,OZONE,2,88,13
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","12-11-2025 02:00:00",23.016834,72.625775,PM2.5,64,374,219
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","12-11-2025 02:00:00",23.016834,72.625775,NO2,6,200,34
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","12-11-2025 02:00:00",23.016834,72.625775,SO2,18,92,52
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","12-11-2025 02:00:00",23.016834,72.625775,CO,20,143,105
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","12-11-2025 02:00:00",23.041137,72.456691,OZONE,1,98,9
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","12-11-2025 02:00:00",23.023389,72.515201,NH3,4,24,10
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","12-11-2025 02:00:00",23.076793,72.627874,PM2.5,52,244,133
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","12-11-2025 02:00:00",23.076793,72.627874,PM10,114,500,198
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","12-11-2025 02:00:00",23.076793,72.627874,NH3,NA,NA,NA
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","12-11-2025 02:00:00",28.6514781,77.1473105,SO2,1,27,8
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","12-11-2025 02:00:00",28.5504249,77.2159377,NO2,47,66,54
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.710508,77.249485,PM10,179,500,380
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.710508,77.249485,NO2,27,123,64
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.710508,77.249485,OZONE,4,282,27
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-11-2025 02:00:00",28.531346,77.190156,PM2.5,302,486,400
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-11-2025 02:00:00",28.531346,77.190156,PM10,157,437,305
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","12-11-2025 02:00:00",28.531346,77.190156,SO2,5,17,10
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.672342,77.315260,PM2.5,311,500,436
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","12-11-2025 02:00:00",21.613267,73.010555,CO,67,110,99
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","12-11-2025 02:00:00",23.163798,72.677768,NH3,2,25,10
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","12-11-2025 02:00:00",23.163798,72.677768,CO,29,92,68
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","12-11-2025 02:00:00",23.243639,72.68994,PM2.5,42,121,77
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","12-11-2025 02:00:00",23.243639,72.68994,SO2,3,5,4
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","12-11-2025 02:00:00",23.221714,72.654328,PM10,82,213,142
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","12-11-2025 02:00:00",28.6701,76.9254,OZONE,14,19,17
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","12-11-2025 02:00:00",28.806223,76.141105,PM2.5,187,460,300
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","12-11-2025 02:00:00",28.806223,76.141105,NH3,1,8,8
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","12-11-2025 02:00:00",28.806223,76.141105,CO,10,14,12
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","12-11-2025 02:00:00",28.206800,76.799700,PM2.5,156,429,304
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","12-11-2025 02:00:00",28.206800,76.799700,SO2,10,22,16
India,Delhi,Delhi,"Narela, Delhi - DPCC","12-11-2025 02:00:00",28.822836,77.101981,CO,10,102,88
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","12-11-2025 02:00:00",28.567890,77.250515,CO,92,137,119
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","12-11-2025 02:00:00",28.567890,77.250515,OZONE,3,306,12
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-11-2025 02:00:00",28.530785,77.271255,PM2.5,319,500,388
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-11-2025 02:00:00",28.530785,77.271255,NO2,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-11-2025 02:00:00",28.530785,77.271255,NH3,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-11-2025 02:00:00",28.530785,77.271255,SO2,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","12-11-2025 02:00:00",28.530785,77.271255,CO,28,104,89
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","12-11-2025 02:00:00",28.672342,77.315260,OZONE,2,67,4
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","12-11-2025 02:00:00",28.699793,77.165453,PM10,255,500,456
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","12-11-2025 02:00:00",28.699793,77.165453,OZONE,10,302,18
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","12-11-2025 02:00:00",22.977134,72.553024,PM2.5,77,339,230
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","12-11-2025 02:00:00",22.977134,72.553024,SO2,3,122,52
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","12-11-2025 02:00:00",22.977134,72.553024,OZONE,2,50,6
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-11-2025 02:00:00",28.563262,77.186937,PM2.5,309,500,431
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-11-2025 02:00:00",28.563262,77.186937,PM10,187,477,371
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-11-2025 02:00:00",28.563262,77.186937,SO2,NA,NA,NA
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","12-11-2025 02:00:00",28.563262,77.186937,CO,18,110,93
India,Delhi,Delhi,"Rohini, Delhi - DPCC","12-11-2025 02:00:00",28.732528,77.119920,PM2.5,318,500,442
India,Delhi,Delhi,"Rohini, Delhi - DPCC","12-11-2025 02:00:00",28.732528,77.119920,NO2,12,59,36
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","12-11-2025 02:00:00",20.362421,72.918013,PM2.5,62,341,229
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","12-11-2025 02:00:00",20.362421,72.918013,PM10,79,216,157
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","12-11-2025 02:00:00",20.362421,72.918013,OZONE,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","12-11-2025 02:00:00",22.969611,72.643500,PM2.5,31,273,133
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","12-11-2025 02:00:00",22.969611,72.643500,CO,10,56,29
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","12-11-2025 02:00:00",28.623763,77.287209,CO,4,110,97
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","12-11-2025 02:00:00",28.674045,77.131023,NH3,5,7,6
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-11-2025 02:00:00",28.639652,77.146275,PM10,263,500,396
India,Delhi,Delhi,"Pusa, Delhi - DPCC","12-11-2025 02:00:00",28.639652,77.146275,NH3,6,19,13
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","12-11-2025 02:00:00",28.39072,77.30059,OZONE,26,35,29
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","12-11-2025 02:00:00",28.376058,77.315741,NO2,1,67,27
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","12-11-2025 02:00:00",28.376058,77.315741,CO,14,100,68
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","12-11-2025 02:00:00",28.4417,77.3217,PM10,191,198,194
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","12-11-2025 02:00:00",28.4417,77.3217,OZONE,15,19,18
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","12-11-2025 02:00:00",29.503664,75.467934,PM2.5,283,471,379
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","12-11-2025 02:00:00",29.503664,75.467934,PM10,183,500,369
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","12-11-2025 02:00:00",28.422681,77.148944,PM2.5,320,496,405
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","12-11-2025 02:00:00",28.422681,77.148944,NO2,21,75,43
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","12-11-2025 02:00:00",28.4227,77.0667,NH3,6,10,8
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","12-11-2025 02:00:00",34.066206,74.819820,PM2.5,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","12-11-2025 02:00:00",23.80569,86.44268,NO2,NA,NA,NA
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","12-11-2025 02:00:00",23.80569,86.44268,SO2,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","12-11-2025 02:00:00",16.172806,75.659694,NH3,1,2,1
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","12-11-2025 02:00:00",15.888653,74.541751,PM10,34,149,84
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","12-11-2025 02:00:00",12.9135218,77.5950804,NO2,23,24,23
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","12-11-2025 02:00:00",12.9135218,77.5950804,SO2,19,20,19
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","12-11-2025 02:00:00",29.695300,77.002700,PM2.5,57,327,189
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","12-11-2025 02:00:00",29.695300,77.002700,NH3,6,7,6
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","12-11-2025 02:00:00",29.966942,76.875879,PM2.5,74,246,168
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","12-11-2025 02:00:00",29.966942,76.875879,CO,20,49,36
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","12-11-2025 02:00:00",27.9002,76.9938,PM2.5,77,201,122
