state_name,district_name,block_name,panchayat_name,village_name,habitation_name,habitation_id,anganwadi_id,anganwadi_name,no_of_student,anganwadi_category,update_date
Karnataka,"Bengaluru Urban",Anekal,Samandur,Gandhinagara,"S. Gandhinagara",0000373273,0001834822,"Samanduru Gandhinagara",39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Geritiganabele,Geritiganabele,0000373269,0000056408,Geritiganabele,31,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,"Chennana Agrahara","Chennana Agrahara",0000373268,0001832970,"CHANNENA AGRAHARA",16,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Sabmangala,Sabmangala,0000373266,0000056403,Sabmangala,26,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,"Ali Bommasandra","Ali Bommasandra",0000373557,0000056729,"Ali Bommasandra",42,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Samanahalli,Samanahalli,0000373554,0001328029,Samanahalli,39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Handenahalli,Handenahalli,Handenahalli,0000373542,0001328091,Handenahalli,69,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Dodda Thimmasandra","Dodda Thimmasandra",0000373520,0001328083,"Dodda Thimmasandra",76,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001772626,"Serige Bheedi",91,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001772503,"Kotebeedhi B",115,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0000056680,"Sarjapura A",105,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Bidaraguppe,Bidaraguppe,0000373499,0000056649,Bidaraguppe-B,84,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Halehalli,Halehalli,0000373486,0002424112,HALELALLI,60,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Thirumagondanahalli,Thirumagondanahalli,0000373478,0001327838,Thirumagondanahalli-A,70,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Thirumagondanahalli,Thirumagondanahalli,0000373478,0002423198,Thirumagondanahalli-B,86,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Yadavanahalli,Yadavanahalli,0000373477,0002422126,Yadavanahalli-B,77,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hinnakki,Hinnakki,0000373401,0000056566,"Hinnakki A",41,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Masthenahalli,Mastenahalli,0000373397,0001770771,"Masthenahalli Dinne",119,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Konnasandra,Konnasandra,0000373369,0000056531,Konnasandra,81,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Marsoor,Marsoor,0000373309,0000056462,Marsur,68,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Vannakanahalli,Vannakanahalli,0000373305,0000056456,Vanakanahalli,54,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,"Kempudommasandra (b)",Kempadommasandra,0000373304,0002376329,Kempadommasandra,29,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,"Thigala Chowdadenahalli","Thigala Chowdadenahalli",0000373553,0000056722,"Thigalara Chowdadenahalli A",101,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,Ittangur,Ittangur,0000373546,0001947178,Ittangur,57,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Ragihalli,Ragihalli,0000373462,0000056607,Ragihalli,59,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Nallaiahnadoddi,Nallaiahanadoddi,0000373328,0001799392,Nallaiahainadoddi,15,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Tammanayakanahalli,Tammanayakanahalli,0000373321,0000056476,Tammanayakanahalli,64,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Thimmasandra,Thimmasandra,0000373320,0001799409,Thimmasandra,39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,"Chikka Hosahalli","Chikka Hosahalli",0000373317,0000056471,"Chikka Hosahalli",45,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Ramakrishnapura,Ramakrishnapura,0001622888,0001770822,Ramakrishnapura,12,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Shantipura,Shantipura,Shantipura,0001622895,0001327884,Shantipura,154,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Thippasandra,Thippasandra,0001852903,0002668081,Thippasandra,71,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Vaddarapalya,Vaddarapalya,0001622882,0002228802,"Haragadde Vaddarapalya B",61,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,"Kavala Hosahalli","Kavala Hosahalli",0001622879,0001786227,"Kavala Hosahalli B",42,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,"Kavala Hosahalli","Kavala Hosahalli",0001622879,0001786220,"Kavala Hosahalli A",81,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Bidaraguppe,"Silk Farm",0001622878,0002666445,"Silk Form (Gayithrinagara)",82,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Dommasandra,0000373592,0001837648,"Dommasandra  A.D. Colony",81,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Dommasandra,0000373592,0001837628,"Dommasandra  Janatha colony",126,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,Sanjeevanagara,0000373580,0002418370,Sanjeevanagara,61,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,"Chinnthala Madiwala","Chinnthala Madiwala",0000373578,0000056757,"Chinnthala Madiwala",52,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,"Jantha Gondanahalli","Jantha Gondanahalli",0000373568,0000056747,"Jantha Gondanahalli",55,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Chikkadasarahalli,Chikkadasarahalli,0000373563,0001328065,Chikkadasarahalli,43,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Narayanaghatta,Narayanaghatta,0000373561,0000056736,Narayanaghatta,65,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Billapura,Billapura,Billapura,0000373532,0001328111,Billapura,79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Jigala,Jigala,0000373496,0000056644,Jigala,69,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Balagaranahalli,Balagaranahalli,0000373476,0002421679,"Balagaranahalli Dinne",54,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Itchangur,Vaddarapalya,0000373475,0002421996,"Ichchanguru Vaddarapalya B",85,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Shyanubhoganahalli,Shanubhoganahalli,0000373437,0001329733,Shanubhoganahalli,113,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Kempanayakanahalli,Kempanayakanahalli,0000373431,0002666405,Kempanayakanahalli,88,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Byrappanahalli,Byrappanahalli,0000373429,0001327980,Byrappanahalli,58,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Laxmipura,Sampangiramanagara,0000373414,0001327920,"S R Nagara",49,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Hulimangala,Hulimangala,0000373388,0002058191,"hulimangala Dinne",74,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Vabbasandra,Vabbasandra,0000373386,0000056546,Vabbasandra,67,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Bukkasagara,Bukkasagara,0000373365,0000056528,Bukkasagara,146,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Kallabalu,Kallabalu,0000373363,0002667578,"Aishwarya layout",39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Nosenur,Nosenur,0000373352,0000056508,Nosenur,56,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Lingapura,Lingapura,0000373348,0000056503,Lingapura,38,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Avadedenahalli,Avadedenahalli,0000373343,0000056497,Avadedenahalli,64,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Adisonnahatti,Adisonnahatti,0000373315,0001880728,"Jaibheem Nagra",20,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Madiwala,Madiwala,0000373311,0000056467,"Marsur Madiwala",88,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Aduru,Aduru,0000373295,0000056443,Aduru,30,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Siddanapalya,Siddanapalya,0000373289,0000056438,Siddanapalya,38,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Gowrenahalli,Gowrenahalli,0000373284,0001807230,"Gowrenahalli B",95,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Rachamanahalli,Rachamanahalli,0000373280,0001799333,"RACHAMANAHALLI DINNE",30,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Bestamanahalli,Bestamanahalli,0000373279,0000056425,Bestamanahalli,58,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Bidaragere,Bidaragere,0000373277,0000056421,Bidaragere,70,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Sabmangala,Sabmangala,0000373266,0001835006,"KEMPEGOWDA NAGARA",46,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Kuvempunagara,Kuvempunagara,0000373264,0001834905,KUVEMPUNAGARA-A,46,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Muthanallur,Muthanallur,0000373559,0002668001,"Muthanallur Janatha Colony",42,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,Sompura,Sompura,0000373545,0001328011,Sompura,58,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Handenahalli,"S. Medihalli",Thyavakanahalli,0000373540,0001328106,Thyavakanahalli,79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Madappanahalli,Madappanahalli,0000373529,0001328072,"Madappanahalli (Mini)",39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Chikkanahalli Kamanahalli","Chikkanahalli Kamanahalli",0000373526,0000056693,Kamanahalli,55,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Pandithana Agrahara","Pandithana Agrahara",0000373525,0002303254,"Rajeev Gandi Nagara",57,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Mahal Chowdadenahalli","Mahal Chowdadenahalli",0000373518,0001328085,"Mahal Chowdadenahalli",46,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0000056681,"Sarjaura Yallamma Devasthana",110,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Mallenahallli,Malenahalli,0000373500,0000056651,Malenahalli,79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Arenur,Arenur,0000373498,0001328097,Arenur,71,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Mayasandra,Mayasandra,0000373490,0002414433,Mayasandra-C,82,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Mayasandra,Mayasandra,0000373490,0000056634,Mayasandra-A,79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Bakthipura,Bakthipura,0000373489,0000056632,Bakthipura,30,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Manchanahalli,Manchanahalli,0000373488,0000056630,Manchanahalli,55,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Neralur,Neralur,0000373479,0002575935,"Hanuman Layout",85,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Neralur,Neralur,0000373479,0002228014,Neralur-B,68,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Neralur,Neralur,0000373479,0000056618,"Neralur A",80,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Kachanayakanahalli,Kachanayakanahalli,0000373402,0001770619,"Kachanayakanahalli Vinayaka Nagar",95,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Kachanayakanahalli,Kachanayakanahalli,0000373402,0001770586,"Kachanayakanahalli N R Colony",79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hinnakki,Hinnakki,0000373401,0001770365,"Hinnakki B",51,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hosahalli,Hosahalli,0000373400,0000056564,"H Hosahalli",90,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hennagara,Hennagara,0000373394,0001770238,"Hennagara Dinne",61,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hennagara,Hennagara,Hennagara,0000373394,0000056556,"Hennagara A",64,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Harapanahalli,Harapanahalli,0000373368,0001328003,Harapanahalli,106,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Marsoor,Marsoor,0000373309,0001880598,"Marsoor Gate",62,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Choodenahalli,Kalyanakanahalli,0000373306,0002380432,Kalanayakanahalli,34,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Choodenahalli,"Patnagere Gollhalli",0000373302,0002379811,"P. Gollahalli",20,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Telagarahalli,Telagarahalli,0000373301,0002376344,Telagarahalli,56,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Singasandra,Singasandra,0000373300,0002376358,Singasandra,22,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Vannakanahalli,Choodenahalli,Choodenahalli,0000373298,0000056447,Choodenahalli,72,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Yamare,Yamare,Yamare,0000373549,0000056717,Yamare,82,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Dasanapura,Dasanapura,0001622876,0001327814,Dasanpura-A,66,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,"Mada Pattana",Madapatna,0001622883,0002228890,"Madapattana B",92,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Haragadde,Dyavasandra,Dyavasandra,0001622880,0002228314,Dyavasandra,73,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Dommasandra,0000373592,0001837641,"Dommasandra Bank Colony",81,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Dommasandra,Dommasandra,Dommasandra,0000373592,0000056774,"Dommasandra  C",79,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Huskuru,Huskuru,0000373579,0002575928,Gattahalli,114,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Huskuru,Chookasandra,Chookasandra,0000373576,0000056755,Chookasandra,29,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neriga,Kathriguppe,Kathriguppe,0000373567,0000056745,Kathriguppe,55,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,"Singena Agrahara","Singena Agrahara",0000373562,0001328021,"Singena Agrahara",54,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Chikkanahalli,Chikkanahalli,0000373497,0000056646,"Attibele Chikkanahalli",36,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Indlabele,Indlabele,0000373495,0002666454,"Indlabele Road",106,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,"M. Medihalli","M. Medihalli",0000373494,0000056640,"M. Medihalli",56,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Jaipuradoddi,Jaipuradoddi,0000373457,0001970171,Jaipuradoddi,22,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ragihalli,Sollepuradoddi,Sollepuradoddi,0000373453,0001970124,Sollepuradoddi,39,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bannerghatta,Bilwardahalli,Bilwardahalli,0000373436,0001327983,Bilwardahalli,103,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Chathekerepalya,Chathekerepalya,0000373423,0001904548,"C K Palya A",77,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,Kalkere,Kalkere,0000373417,0000056580,Kalkere,50,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mantapa,"Jangal Palya",Jangalapalya,0000373407,0001904598,"Jangala Palya",41,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,"S. Bingipura","S. Bingipura",0000373389,0001327896,Bingipura,64,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,Hulimangala,Hulimangala,0000373388,0000056548,hulimangala,60,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Hulimangala,"Koppa Gate","Koppa Gate",0000373384,0000056543,"koppa Gate A",56,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Yallammanadoddi,"Yallammana Doddi",0000373376,0002667708,"Yallammana Doddi",70,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Kallabalu,Vaderamanchenahalli,Vaderamanchenahalli,0000373362,0001327964,Vaderamanchenahalli,132,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Byagadadevanahalli,Kempavaderahalli,Kempavaderahalli,0000373336,0001786413,Kempavaderahalli,44,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Indlawadi,Mysoorammanadoddi,Mysooramanadoddi,0000373331,0001799382,"Mysooramanadoodi (Bangandoddi)",34,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Marsoor,Naganaikanahalli,Naganayakanahalli,0000373310,0000056465,Naganayakanahalli,77,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Sidihoskote,Sidihoskote,0000373291,0001807706,Sidihoskote-B,49,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,Gowrenahalli,Gowrenahalli,0000373284,0001807367,"Gowrenahalli C",99,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Surgajakanahalli,"A. Medihalli","A. Medihalli",0000373283,0000056430,"A. Medihalli",45,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Arvantigepura,Arvantigepura,0000373281,0001327832,Arvantigepura,33,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Haldenahalli,Dinnuru,0000373276,0001799348,Dinnuru,83,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Karpoor,Haldenahalli,Haldenahalli,0000373275,0000056419,Haldenahalli,81,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,"S Thammasandra (b)","S. Thimmasandra",0000373272,0000056414,"Samanduru Thimmasandra",48,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Samandur,Gudnahalli,Gudnahalli,0000373267,0000056405,Gudnahalli,42,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Gopasandra,Gopasandra,0000373560,0001328017,Gopasandra,62,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Muthanallur,Muthanallur,0000373559,0000056733,Muthanallur,60,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,Kommasandra,Kommasandra,0000373556,0000056727,Kommasandra,53,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Muthanallur,"Chikka Thimmasandra","Chikka Thimmasandra",0000373555,0000056725,"Chikka Thimmasandra",26,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Kugur,Kugur,0000373527,0000056696,Kugur,53,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,"Pandithana Agrahara","Pandithana Agrahara",0000373525,0000056691,"Pandithana Agrahara",70,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Mugalur,Mugalur,0000373524,0000056689,Mugalur-A,63,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Kuthaganahalli,Kuthaganahalli,0000373522,0000056687,Kuthaganahalli,38,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Mattanahalli,Mattanahalli,0000373521,0001880742,Mattanahalli,64,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mugalur,Thindlu,Thindlu,0000373517,0001328073,Thindlu,85,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001805041,"Sarjapura Venkateshwaradevastana",57,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001804967,Renukanagara,84,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001772562,"Sarjapura Marketbeedi",51,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Sarjapura,Sarjapura,Sarjapura,0000373516,0001772475,"Kotebeedhi A",105,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Bidaraguppe,Bidaraguppe,Bidaraguppe,0000373499,0002495270,Bidaraguppe-A,82,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Mayasandra,Mayasandra,Mayasandra,0000373490,0002415147,Mayasandra-D,62,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Kodlipura,Kodlipura,0000373485,0001327818,kodlipura,57,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Ballur,Ballur,0000373484,0002423922,Ballur-B,66,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Ballur,Ballur,Ballur,0000373484,0001327826,Ballur-A,63,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Bendiganahalli,Bendiganahalli,0000373482,0000056624,Bendiganahalli,41,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Adigondanahalli,Adigondanahalli,0000373481,0000056622,Adigondanahalli,94,Govt.,2024-06-07
Karnataka,"Bengaluru Urban",Anekal,Neralur,Neralur,Neralur,0000373479,0002575936,"Ambedkar nagara",69,Govt.,2024-06-07
