Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,6,SS (I-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,11,11,0,11,11,11,11,11,11,11,0,0,0,0,6,11,0,7,0,10,2,11,9,10,9,2,2,0,11,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,6,SS (I-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,11,11,0,11,10,11,11,11,11,11,0,0,0,0,10,11,0,9,0,10,3,11,10,11,10,1,6,0,11,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,8,SS (IX-X),1,Department of Education,Urban,1,Boys,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,8,SS (IX-X),1,Department of Education,Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,1,1,0,1,1,2,0,2,2,2,2,1,0,0,1,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),2,Tribal Welfare Department,Rural,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),1,Department of Education,Urban,2,Girls,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),1,Department of Education,Rural,3,Co-Ed,13,13,0,10,12,13,13,13,13,13,0,0,0,0,9,8,0,4,6,13,0,13,13,13,12,1,5,0,13,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),2,Tribal Welfare Department,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),4,Government Aided,Rural,3,Co-Ed,5,5,0,4,5,5,5,5,5,5,0,0,0,0,1,4,0,2,2,5,1,5,5,5,5,1,0,0,5,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),5,Private Unaided (Recognized),Rural,3,Co-Ed,9,9,0,7,9,9,9,9,9,9,0,0,0,0,4,8,0,2,0,8,1,9,9,9,9,1,2,0,9,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),4,Government Aided,Urban,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,1,0,0,0,1,0,2,2,2,2,0,0,0,2,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,7,SS (VI-X),5,Private Unaided (Recognized),Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),1,Department of Education,Rural,2,Girls,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),1,Department of Education,Rural,3,Co-Ed,108,108,0,47,104,108,108,108,108,108,0,0,0,0,53,31,0,0,80,82,0,108,107,106,64,0,89,0,41,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),4,Government Aided,Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,0,2,0,0,1,2,0,2,2,2,2,0,0,0,2,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),5,Private Unaided (Recognized),Rural,3,Co-Ed,15,15,0,12,15,15,15,15,15,15,0,0,0,0,6,14,0,1,0,14,1,15,14,14,14,0,2,0,15,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),1,Department of Education,Urban,3,Co-Ed,7,7,0,5,6,7,7,7,7,7,0,0,0,0,6,3,0,0,5,5,0,7,7,7,6,0,7,0,5,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),4,Government Aided,Urban,3,Co-Ed,2,2,0,1,2,2,2,2,2,2,0,0,0,0,2,2,0,0,0,2,0,2,2,2,2,0,0,0,2,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,2,UPS (I-VIII),5,Private Unaided (Recognized),Urban,3,Co-Ed,7,7,0,7,7,7,7,7,7,7,0,0,0,0,6,7,0,3,0,4,2,7,7,6,5,3,4,0,6,0,0
2015-16,29,Karnataka,2921,BENGALURU RURAL,292104,HOSAKOTE,4,UPS (VI-VIII),1,Department of Education,Rural,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0
