"id","url","name","posted_date","amenities","price","price_per_sq_ft","currency","description","seo_description","landmark_details","landmark_details/0","landmark_details/1","landmark_details/2","landmark_details/3","landmark_details/4","landmark_details/5","landmark_details/6","landmark_details/7","landmark","location","owner_name","company_name","carpet_area","land_area_unit","balconies","bathrooms","facing","floors","city_name","bedrooms","address","covered_area","carp_area_unit","cov_area_unit","operating_since","image_url"
"72394215","6000-Sq-ft-Industrial-Building-FOR-Sale-Sajjepalya-in-Bangalore&id=4d423732333934323135"," Industrial Building for Resale in Sajjepalya, Nagarbhavi","2025-08-18T17:35:02.000Z",,"28000000","4667","₹","  Industrial Building is available for Sale in Sajjepalya, Bangalore for 2.8 Crore(s)","Best located in the Sajjepalya this Industrial building having a super built up area of 6000 square feet is available at priced at a fair ₹2.80 Cr. The industrial building for sale is in Sajjepalya, Bangalore - West, Karnataka.",,,,,,,,,,,"12.983966,77.5165555","Gautam",,,,,,,,"Bangalore",,"Bangalore, Karnataka","6000",,"12800",,
"72378503","60000-Sq-ft-Industrial-Building-FOR-Sale-Tumkur-in-Bangalore&id=4d423732333738353033"," Industrial Building for Resale in Tumkur","2025-08-17T17:35:02.000Z",,"240000000","4000","₹","  Industrial Building is available for Sale in Tumkur, Bangalore for 24.0 Crore(s)","Best located in the Tumkur this Industrial building having a super built up area of 60000 square feet is available at priced at a fair ₹24 Cr. This is the specific address is Tumkur, Bangalore - West, Karnataka of this industrial building on sale.",,"19203|Prakriya Hospitals",,,,,,,,,"12.98568059,77.53515217","Dinesh Agarwal",,,,,,,,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"65021955","8256-Sq-ft-Industrial-Building-FOR-Sale-Bellandur-in-Bangalore&id=4d423635303231393535"," Industrial Building for Resale in Bellandur, Outer Ring Road","2025-07-11T17:35:01.000Z",,"47000000","5693","₹","PG building is available for sale. It has covered an area of 8256 sq-ft, it is a good location property. Please contact for more details.","Up for sale in Bellandur, this industrial building having a super built up area of 8256 square feet and is available at best ₹4.70 Cr price. This is the specific address is Bellandur, Bangalore - Central, Karnataka of this industrial building on sale.",,"19201|Soul Space Spirit Centro Mall","19201|Pritech Park Sez","19202|Gear Innovative International School","19202|Kidzee Pre School","19203|Columbia Asia Hospital Sarjapur Road","19203|Chinmayi Child Care Clinic","19210|Bellandur Bus Station","19210|Kamelaram Railway Station",,"12.93146029,77.67440113","Vishnu Reddy",,,,,,,,"Bangalore",,"Bangalore, Karnataka","8256",,"12800",,
"70078869","6000-Sq-ft-Industrial-Building-FOR-Sale-Kamakshipalya-in-Bangalore&id=4d423730303738383639"," Industrial Building for Resale in Kamakshipalya, Outer Ring Road","2025-07-20T17:35:01.000Z",,"48000000","8000","₹","  Industrial Building is available for Sale in Kamakshipalya, Bangalore for 4.8 Crore(s)","Up for sale in Kamakshipalya, this industrial building having a super built up area of 6000 square feet and is available at best ₹4.80 Cr price. The industrial building for sale is in Kamakshipalya, Bangalore - Central, Karnataka.",,"19201|Petechannappa Industrial Area","19202|Maruthi Vidya Mandir","19203|Benaka Hospital","19203|St Meera High School",,,,,,"12.9871685,77.524754","MBuser",,,,,,,,"Bangalore",,"Bangalore, Karnataka","6000",,"12800",,
"75905981","1200-Sq-ft-Industrial-Building-FOR-Sale-Karnataka-Layout-in-Bangalore&id=4d423735393035393831"," Industrial Building for Resale in Karnataka Layout","2025-07-12T17:35:01.000Z",,"17500000","14583","₹","Industrial building is available for sale. It has a covered area of 1200 sq-ft, it is a good location property. Please contact for more details","Up for sale in Karnataka Layout, this industrial building having a super built up area of 1200 square feet and is available at best ₹1.75 Cr price. On purchase of this industrial building, a booking amount worth Rs 1000000 will be charged. The industrial building has an average 10 to 15 years. The industrial building is the easily reachable address of Karnataka Layout, Bangalore - West, Karnataka.",,,,,,,,,,,"12.99909306,77.53646025","Nizam Ayub",,,,,,,,"Bangalore",,"Bangalore, Karnataka","1200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2024/Nov/10/Photo_h180_w240/75905981_7_PropertyImage394-92861919918874_180_240.jpg"
"79828013","1200-Sq-ft-Industrial-Building-FOR-Sale-Kodichikknahalli-in-Bangalore&id=4d423739383238303133"," Industrial Building for Resale in Kodichikknahalli Seenappa Layout Bommanahalli","2025-08-03T17:35:02.000Z","Service/Goods Lift","35000000","29167","₹","Semi Furnished Building for sale in Kodichikkanahalli Bommenahalli. South facing property and all units east entrance. 8 units total G plus 4, 1st floor owner unit. 4 units single bedroom and 3 units double bedroom. All units semi furnished high quality materials used. Top location with all facilities provided and lift included.","Up for sale in Kodichikknahalli, this industrial building having a super built up area of 1200 square feet and is available at best ₹3.50 Cr price. Facilities like service/goods lift are present in the industrial building. The industrial building is the easily reachable address of Kodichikknahalli, Bangalore - South, Karnataka.",,,,,,,,,,,"12.89603268,77.61774422","Ranganath",,,,,,,,"Bangalore",,"Bangalore, Karnataka","1200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Jun/03/Photo_h180_w240/79828013_5_hatsAppImage20250530at03.01.084_180_240.jpeg"
"68124845","640-Sq-ft-Industrial-Building-FOR-Sale-Tilak-Nagar-in-Bangalore&id=4d423638313234383435"," Industrial Building for Resale in Tilak Nagar Jayanagar","2025-07-18T17:35:01.000Z",,"13000000","20312","₹","  Industrial Building is available for Sale in Tilak Nagar Jayanagar, Bangalore for 1.3 Crore(s)","Positioned it well at Tilak Nagar this Industrial building at ₹1.30 Cr has 640 square feet is up for sale. One can own this industrial building for just Rs 50000. 10 to 15 years is the construction age of this industrial building. This is the exact Tilak Nagar, Bangalore - Central, Karnataka of this industrial building on sale.",,,,,,,,,,,"12.92455486,77.59886651","Jhenkar SanChari",,,,,,"South - East",,"Bangalore",,"Bangalore, Karnataka","640",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Jul/17/Photo_h180_w240/68124845_1_PropertyImage934-4184965515594_180_240.jpg"
"70405615","7500-Sq-ft-Industrial-Building-FOR-Sale-Kachohalli-Main-road-in-Bangalore&id=4d423730343035363135"," Industrial Building for Resale in Kachohalli Main road","2025-08-04T17:35:02.000Z",,"22500000","3000","₹","Unlock boundless potential for your business with our prime Industrial Building for Sale, strategically located on Kachohalli Main Road, Bangalore. This expansive property offers a unique opportunity to establish or expand your industrial operations in a thriving and strategic business hub.Property Specifications Boasting a super built-up area of 7500 sqft across the ground and first floors, this semi-furnished gem is poised to elevate your industrial operations to new heights. The layout of the building features two well-appointed office spaces and a private cabin, providing a conducive environment for efficient workflow. The practicality of daily operations is enhanced with the inclusion of a dry pantry and a commendable five washrooms, all featuring contemporary vitrified flooring for a sophisticated touch.Strategically designed on a ground plus 1 structure, this industrial building is not only vast in space but also optimized for convenience and functionality. Its prime location ensures that it is main road facing, offering visibility and accessibility that can significantly benefit your business. The vaastu compliance of the space and the abundance of natural light and ventilation further contribute to a positive and productive work environment. Perfectly suited for industrial purposes.Facilities This property offers an open parking space for easy accessibility. Enjoy uninterrupted operations with a 24-hour water supply and a 100% power backup facility. Security is a priority, with the presence of a dedicated security guard and CCTV installations to safeguard your assets. The convenience of a lift adds accessibility to different levels of the building.Locality In terms of locality, this industrial building is conveniently located near Anil Palace, making it easily identifiable. Essential services are within close reach, with hospitals, malls, and supermarkets all within a 1 km radius. The presence of banks and ATMs further adds to the convenience, ensuring that financial transactions are seamless. Public transport options are readily available, simplifying the commuting experience for employees and clients alike.  ","Best located in the Kachohalli Main road this Industrial building having a super built up area of 7500 square feet is available at priced at a fair ₹2.25 Cr. The industrial building is the easily reachable address of Kachohalli Main road, Bangalore - West, Karnataka.",,,,,,,,,,,"13.00875286,77.4694339","Mohammadi Khan",,,,,,,,"Bangalore",,"Bangalore, Karnataka","7500",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Dec/11/Photo_h180_w240/70405615_5_0241D1AEB99543639C89DB17A79F5C36_180_240.jpg"
"70296853","750-Sq-ft-Industrial-Building-FOR-Sale-Bendre-Nagar-in-Bangalore&id=4d423730323936383533"," Industrial Building for Resale in Bendre Nagar","2025-08-04T17:35:02.000Z",,"12500000","16667","₹","  Industrial Building is available for Sale in Bendre Nagar, Bangalore for 1.2 Crore(s)","Up for sale in Bendre Nagar, this industrial building having a super built up area of 750 square feet and is available at best ₹1.25 Cr price. One can own this industrial building for just Rs 500000. The industrial building is over 5 to 10 years years old. The industrial building for sale is in Bendre Nagar, Bangalore - South, Karnataka.",,,,,,,,,,,"12.91191211,77.56294386","Job Consultancy",,,,,,,,"Bangalore",,"Bangalore, Karnataka","750",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Dec/03/Photo_h180_w240/70296853_1_PropertyImage927-4881824600808_180_240.jpg"
"60234063","5400-Sq-ft-Industrial-Building-FOR-Sale-Abbigere-in-Bangalore&id=4d423630323334303633"," Industrial Building for Resale in Abbigere","2025-08-10T17:35:02.000Z",,"16000000","2963","₹","Industrial shed is available for sale. It is a good location property. Please contact for more details.","Up for sale in Abbigere, this industrial building having a super built up area of 5400 square feet and is available at best ₹1.60 Cr price. This is the specific address is Abbigere, Bangalore - North, Karnataka of this industrial building on sale.",,"19202|Unique Public School","19202|Ashok International Public School",,,,,,,,"13.0744405,77.523687","bhagirathy",,,,,,,,"Bangalore",,"Bangalore, Karnataka","5400",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Mar/28/Photo_h180_w240/60234063_7_IMG-20201014-WA0005_180_240.jpg"
"60477823","7200-Sq-ft-Industrial-Building-FOR-Sale-Vrushabhavathi-Nagar-in-Bangalore&id=4d423630343737383233"," Industrial Building for Resale in Vrushabhavathi Nagar","2025-07-26T17:35:02.000Z","Service/Goods Lift,Visitor Parking","52500000","7292","₹","Industrial building is available for sale. Both side roads front and back, best for construction of apartments.","This Industrial building is availFable for sale in Vrushabhavathi Nagar is spread across a super built up area of 7200 square feet, and is priced at a reasonable rate of ₹5.25 Cr. Buy this industrial building by paying a minimum booking amount of just Rs 10000. Catering to your needs this industrial building comes with all basic service/goods lift,visitor parking. The industrial building is over 5 to 10 years years old. This is the exact Vrushabhavathi Nagar, Bangalore - West, Karnataka of this industrial building on sale.",,,,,,,,,,,"12.99201821,77.52491261","Vinay ",,,,,,,,"Bangalore",,"Bangalore, Karnataka","7200",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Apr/10/Photo_h180_w240/60477823_8_PropertyImage467-82901850191274_180_240.jpg"
"73148111","4300-Sq-ft-Industrial-Building-FOR-Sale-Jayanagar-in-Bangalore&id=4d423733313438313131"," Industrial Building for Resale in Jayanagar","2025-08-05T17:35:01.000Z",,"240000000","55814","₹","  Industrial Building is available for Sale in Jayanagar, Bangalore for 24.0 Crore(s)","This Industrial building is availFable for sale in Jayanagar is spread across a super built up area of 4300 square feet, and is priced at a reasonable rate of ₹24 Cr. The industrial building has an average Less than 5 years. The industrial building is the easily reachable address of Jayanagar, Bangalore - South, Karnataka.",,"19201|KIADB Aerospace Park","19201|Btm Tech Park","19202|Jain University","19202|Vijaya PU Evening College","19203|Sri Jayadeva Institute Of Cardiovascular Sciences And Research","19203|Apollo Speciality Hospital,Jayanagar","19210|Rashtreeya Vidyalaya Road Metro Station","19210|Tata Silk Farm Bus Stop",,"12.9314714,77.5871096","sathyanarayan",,,,,,,,"Bangalore",,"Bangalore, Karnataka","4300",,"12800",,
"19899548","9000-Sq-ft-Industrial-Building-FOR-Sale-Devarachikkana-Halli-in-Bangalore&id=4d423139383939353438"," Industrial Building for Resale in Devarachikkana Halli","2025-07-14T17:35:01.000Z",,"26000000","2889","₹"," This Industrial Building is built over 3 floors. The construction has been done keeping in view business needs for space & utility. Great deal, please contact immediately. The age of construction for this apartment Industrial Building is between 15 to 20 years. ","Best located in the Devarachikkana Halli this Industrial building having a super built up area of 9000 square feet is available at priced at a fair ₹2.60 Cr. The industrial building is over 15 to 20 years years old. The industrial building for sale is in Devarachikkana Halli, Bangalore - South, Karnataka.",,"19202|St. Mary Crescent English School","19210|Hongasandra Metrostation",,,,,,,,"12.88244,77.620947","Ranjith Chabria",,,,,,,,"Bangalore",,"Bangalore, Karnataka","9000",,"12800",,
"32726625","2500-Sq-ft-Industrial-Building-FOR-Sale-in-Bangalore&id=4d423332373236363235"," Industrial Building for Resale in ","2025-07-18T17:35:01.000Z",,"15000000","6000","₹","industrial power and roofed shed","This Industrial building is availFable for sale in Hanumanthappa Layout is spread across a super built up area of 2500 square feet, and is priced at a reasonable rate of ₹1.50 Cr. The construction age of this industrial building is 5 to 10 years. An industrial building is near the landmark very close to main mysore road and nayandahalli metro station.. The address for this industrial building that is up for sale is Bangalore, Karnataka.",,,,,,,,,,"very close to main mysore road and nayandahalli metro station.",,"Anuradha",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka","2500",,"12800",,
"33372259","6975-Sq-ft-Industrial-Building-FOR-Sale-Kamakshipalya-in-Bangalore&id=4d423333333732323539"," Industrial Building for New Property in Kamakshipalya, Outer Ring Road","2025-08-03T17:35:02.000Z",,"61806000","8861","₹"," This spacious Industrial Building has total 2 floors. Spacious space makes it very suitable for variety of businesses. The space is airy, is well located and can be easily customized as per the needs. The age of construction for this apartment Industrial Building is between 10 to 15 years. Prime facilities are easily accessible from this place with St Meera High School (0 km ). Other key neighbourhood are, Sree Thyagaraja Cooperative Bank (0 km ), Benaka Hospital (1 km ) and Malleswaram Railway Station (7 km ). ","Best located in the Kamakshipalya this Industrial building having a super built up area of 6975 square feet is available at priced at a fair ₹6.18 Cr. 10 to 15 years is the construction age of this industrial building. This is the specific address is Kamakshipalya, Bangalore - Central, Karnataka of this industrial building on sale.",,"19201|Petechannappa Industrial Area","19202|Maruthi Vidya Mandir","19203|St Meera High School","19203|Benaka Hospital",,,,,,"12.9871685,77.524754","Ramachandra",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka","6975",,"12800",,
"54919133","3000-Sq-ft-Industrial-Building-FOR-Sale-in-Bangalore&id=4d423534393139313333"," Industrial Building for Resale in ","2025-07-28T17:35:01.000Z",,"80000000","26667","₹","  Industrial Building is available for Sale in , Bangalore for 8.0 Crore(s)","Positioned it well at Khader Sharif garden this Industrial building at ₹8 Cr has 3000 square feet is up for sale. The industrial building for sale is in Bangalore, Karnataka.",,,,,,,,,,,,"Ankur",,,,,,,,"Bangalore",,"Bangalore, Karnataka","3000",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2023/Nov/15/Photo_h180_w240/5041_IMG20231115WA0006_180_240.jpg"
"79370185","2387-Sq-ft-Industrial-Building-FOR-Sale-Carmelaram-in-Bangalore&id=4d423739333730313835"," Industrial Building for Resale in Carmelaram","2025-07-11T17:35:02.000Z",,"110000000","46083","₹","Industrial building is available for sale.","Priced at a reasonable price of ₹11 Cr, this Industrial building is available for sale in Carmelaram and has a super built up area of 2387 square feet. One can own this industrial building for just Rs 100000. The address for this industrial building that is up for sale is Carmelaram, Bangalore - East, Karnataka.",,"19202|Harvest International School","19202|Euro Kids School","19203|Natus Women & Children Hospital","19210|Karmelaram Railway Station",,,,,,"12.90535744,77.70477882","Ranga reddy",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2387",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/May/11/Photo_h180_w240/79370185_1_PropertyImage489-3520924999927_180_240.jpg"
"63659201","10500-Sq-ft-Industrial-Building-FOR-Sale-Hoskote-in-Bangalore&id=4d423633363539323031"," Industrial Building for Resale in Hoskote","2025-08-07T17:35:01.000Z","Conference Room","29500000","2810","₹","8000 square feet of land and 10500 square feet built up area. KSSIDC free hold land at KSSIDC Hoskote Industrial area.","Priced at a reasonable price of ₹2.95 Cr, this Industrial building is available for sale in Hoskote and has a super built up area of 10500 square feet. Buy this industrial building by paying a minimum booking amount of just Rs 100000. Catering to your needs this industrial building comes with all basic conference room. The construction age of this industrial building is 5 to 10 years. The industrial building for sale is in Hoskote, Bangalore - Bangalore Rural, Karnataka.",,"19201|N.M.V. Engineering Works","19201|Sai Design & Engineering Solutions","19202|Sri Maruthi Pu college Hoskote","19202|Global Residential School","19203|Siliconcity Hospital","19203|Shreyas Maternity Home","19210|Hosakote Bus Stop","19210|KSRTC Bus Station",,"13.0689366,77.7968211","Gayathri",,,,,,,,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"53993183","40000-Sq-ft-Industrial-Building-FOR-Sale-Peenya-2nd-Stage-in-Bangalore&id=4d423533393933313833"," Industrial Building for Resale in Stage 2nd Peenya","2025-07-29T17:35:02.000Z","Visitor Parking","720000000","18000","₹","Hello Here is a great offer for the one who is planning to set up any business venture and gain a handsome income within a short time. Look at this spacious industrial building that is up for sale in one of the most popular areas of Peenya 2nd Stage, Bangalore. So, hurry up to buy now","This Industrial building is availFable for sale in Peenya 2nd Stage is spread across a super built up area of 40000 square feet, and is priced at a reasonable rate of ₹72 Cr. The industrial building offers visitor parking that caters your needs. The construction age of this industrial building is 15 to 20 years. kiadb office complex,banks, onsite atm is the nearest and prime landmark to this industrial building. The address for this industrial building that is up for sale is Peenya 2nd Stage, Bangalore - West, Karnataka.",,,,,,,,,,"KIADB OFFICE COMPLEX,BANKS, ONSITE ATM","13.01507,77.48806","RAMCHANDRA RAO",,,"12850",,,"South -West",,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"67406911","3600-Sq-ft-Industrial-Building-FOR-Sale-Yeshvantpur-Industrial-Suburb-in-Bangalore&id=4d423637343036393131"," Industrial Building for Resale in Yesvantpur Industrial Suburb","2025-08-08T17:35:01.000Z",,"21000000","5833","₹","Industrial building is available for sale.","This Industrial building is availFable for sale in Yeshvantpur Industrial Suburb is spread across a super built up area of 3600 square feet, and is priced at a reasonable rate of ₹2.10 Cr. This industrial building with Less than 5 years is available on sale. This is the specific address is Yeshvantpur Industrial Suburb, Bangalore - Central, Karnataka of this industrial building on sale.",,"19210|Goraguntepalya Metro Station, Bangalore","19210|Yeshwantpur Metro Station, Bangalore",,,,,,,,"13.02205278,77.54592026","sachin v",,,,,,,,"Bangalore",,"Bangalore, Karnataka","3600",,"12800",,
"62698525","40-Sq-ft-Industrial-Building-FOR-Sale-NelaMangala-in-Bangalore&id=4d423632363938353235"," Industrial Building for Resale in Nelamangala Town","2025-06-16T06:05:43.000Z","Internet/Wi-Fi Connectivity,RO Water System","2100000","52500","₹","nearby cities","Priced at a reasonable price of ₹21 Lac, this Industrial building is available for sale in NelaMangala and has a super built up area of 40 square feet. On purchase of this industrial building, a booking amount worth Rs 100000 will be charged. The industrial building offers internet/wi-fi connectivity,ro water system that caters your needs. An industrial building is near the landmark tumkur highway. The address for this industrial building that is up for sale is NelaMangala, Bangalore - Bangalore Rural, Karnataka.",,"19201|S B Super Mart","19201|Dobbaspet Industrial Area","19202|Harsha International Public School","19202|Dr Sri Sri Sri Shivakumara Mahaswamy College of Engineering","19203|Amrutha superspeciality hospital","19203|Shree Dhanvantari multi speciality hospital","19210|Nelamangala Railway Station","19210|Nelamangala Hunasemara Bus Stop","tumkur highway","13.09756658,77.38554364","Ramya Ramya",,,,,,"East",,"Bangalore",,"Bangalore, Karnataka","40",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2022/Aug/19/Photo_h180_w240/62698525_11_PropertyImage306-67466612749126_180_240.jpg"
"78827389","3520-Sq-ft-Industrial-Building-FOR-Sale-in-Bangalore&id=4d423738383237333839"," Industrial Building for Resale in ","2025-08-09T17:35:02.000Z","Service/Goods Lift,Visitor Parking","23700000","6733","₹","Semi commercial 5BHK individual building 3,520sq. Ft G2 BBMP approved, available for sale in Doddenakundi, land area 1200sq. Ft with all-round compound wall, 1.2kms off Outer ring road, Marathahalli  Krishnarajapuram, Bangalore urban with 25ft concrete road, Property facing south, building entry facing North with commercial electricity, 10K litres sump, 1K litres overhead tank, borewell and BWSSB water, lift provision, servant quarters and covered parking. Near proximity to upcoming metro station and tech parks. Direct owner selling. Clear documents, tax paid. Water tankers serviced  4 loadsday. Price 2.37cr, negotiable for serious buyers.","This Industrial building is availFable for sale in Dodda Nekkundi is spread across a super built up area of 3520 square feet, and is priced at a reasonable rate of ₹2.37 Cr. Facilities like service/goods lift,visitor parking are present in the industrial building. The industrial building is over 5 to 10 years years old. The landmark location  proximitylocation doddenakundi, 1.5kms off outer ring road kalappa layout, bangalore urbanproximity total mall, doddenakundi on outer ring road 2kms  8minutesproximity kala mandir, marathahalli on outer ring road 4.5kms  15minutesproximity hal aerospace museum on old airport road 3.9kms  12minutesproximity krishnarajapuram railway station on old madras road 7.7kms  18minutesproximity export promotion industrial area, itpl 8.2kms  35minutesproximity mg road 10.6kms  45minutesproximity kempa gowda international airport 42.7kms  90minutes are located nearby this industrial building. This is the exact Bangalore, Karnataka of this industrial building on sale.",,,,,,,,,,"Location  proximityLocation Doddenakundi, 1.5kms off Outer ring road Kalappa layout, Bangalore UrbanProximity Total Mall, Doddenakundi on outer ring Road 2kms  8minutesProximity Kala mandir, Marathahalli on outer ring Road 4.5kms  15minutesProximity HAL aerospace Museum on Old Airport Road 3.9kms  12minutesProximity Krishnarajapuram railway station on Old Madras Road 7.7kms  18minutesProximity Export promotion Industrial area, ITPL 8.2kms  35minutesProximity MG Road 10.6kms  45minutesProximity Kempa Gowda International Airport 42.7kms  90minutes",,"Muthu Kumar",,,,,,,,"Bangalore",,"Bangalore, Karnataka","3520",,"12800",,"https://img.staticmb.com/mbphoto/property/cropped_images/2025/Apr/09/Photo_h180_w240/78827389_4_.Front_180_240.jpg"
"61031281","11000-Sq-ft-Industrial-Building-FOR-Sale-Kumbalgodu-in-Bangalore&id=4d423631303331323831"," Industrial Building for Resale in Kumbalgodu","2025-08-08T17:35:01.000Z",,"70000000","6364","₹","  Industrial Building is available for Sale in Kumbalgodu, Bangalore for 7.0 Crore(s)","Best located in the Kumbalgodu this Industrial building having a super built up area of 11000 square feet is available at priced at a fair ₹7 Cr. The industrial building has an average 10 to 15 years. This is the specific address is Kumbalgodu, Bangalore - West, Karnataka of this industrial building on sale.",,"19201|Kumbalgudu Industrial Area","19202|Swaminarayan International School","19202|Tattva School","19203|Govt Primary Health Care Center","19210|KSRTC Bus stop, Kumbalagodu",,,,,"12.87938554,77.4451746","Suresh",,,,,,,,"Bangalore",,"Bangalore, Karnataka",,,"12800",,
"58938483","2800-Sq-ft-Industrial-Building-FOR-Sale-in-Bangalore&id=4d423538393338343833"," Industrial Building for Resale in ","2025-08-18T17:35:02.000Z",,"11500000","4107","₹","  Industrial Building is available for Sale in , Bangalore for 1.1 Crore(s)","Positioned it well at Kumbalgud this Industrial building at ₹1.15 Cr has 2800 square feet is up for sale. You can book it in advance with a booking amount of just Rs 500000. The address for this industrial building that is up for sale is Bangalore, Karnataka.",,,,,,,,,,,,"Murugan P",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2800",,"12800",,
"74164479","2000-Sq-ft-Industrial-Building-FOR-Sale-Veer-Sandra-Electronic-City-in-Bangalore&id=4d423734313634343739"," Industrial Building for Resale in Veer Sandra Electronic City","2025-08-04T17:35:02.000Z",,"24000000","12000","₹","It is a 2000 sqft building with 20 hp power with ist floor office newly constructed good for factory and office.","Up for sale in Veer Sandra Electronic City, this industrial building having a super built up area of 2000 square feet and is available at best ₹2.40 Cr price. You can book it in advance with a booking amount of just Rs 1000000. The industrial building has an average 5 to 10 years. The industrial building is situated in proximity to back to confident group it office. This is the exact Veer Sandra Electronic City, Bangalore - South, Karnataka of this industrial building on sale.",,,,,,,,,,"back to confident group it office","12.83612073,77.67607844","jayalakshmiindustries",,,,,,,,"Bangalore",,"Bangalore, Karnataka","2000",,"12800",,
"73374655","1100-Sq-ft-Industrial-Building-FOR-Sale-Rajaji-Nagar-in-Bangalore&id=4d423733333734363535"," Industrial Building for Resale in Rajajinagar","2025-09-02T17:35:02.000Z",,"16000000","14545","₹","Explore a prime opportunity with this well-maintained industrial building in Rajaji Nagar, Bangalore. Boasting over 20 years of construction history and offering freehold ownership rights, this property promises an amazing investment for those looking to expand their industrial ventures.Property Specifications and facilities Discover this spacious industrial building spanning 1100 sqft across ground and first floors in Rajaji Nagar, Bangalore. Unfurnished and spread over a ground-plus-one configuration, this property offers versatility for various business needs. The ground floor features a generous hall suitable for manufacturing or warehouse operations, accompanied by a functional kitchen and a convenient washroom, ensuring seamless operational efficiency.Ascending to the first floor, you'll find a well-lit hall that can be adapted for office setups or additional workspace. Complementing this space are two smaller rooms and access to a terrace, perfect for meetings or outdoor breaks, along with another washroom for added convenience.With two washrooms in total, practical flooring, and a prominent main road-facing position, this building ensures visibility and accessibility essential for commercial success. Its west-facing orientation aligns with vaastu principles, enhancing positivity and flow within the workspace.Ideal for industrial or commercial purposes, the property offers open parking, continuous water supply, and round-the-clock security services. Natural light and ventilation throughout the building create a pleasant environment conducive to productivity and employee well-being.Locality Located near St. Ann's High School, this locality offers convenient access to essential amenities. Hospitals are within 3 km, and a mall is just 2 km away for shopping needs. Banks and ATMs are easily accessible, while public transport facilities are readily available. The nearest railway station is 5 km away, and a metro station is conveniently located 2 km from the area, ensuring excellent connectivity for residents and commuters alike.","Priced at a reasonable price of ₹1.60 Cr, this Industrial building is available for sale in Rajaji Nagar and has a super built up area of 1100 square feet. Above 20 years is the construction age of this industrial building. The landmark st anns high school are located nearby this industrial building. The industrial building for sale is in Rajaji Nagar, Bangalore - Central, Karnataka.",,"19201|Golden Heights","19201|SSI Industrial Area","19202|St Thomas Convent High School","19202|Mei Polytechnique","19203|Vasan Eye Care Hospital","19203|Chamumoi Hospital","19210|Rajajinagar Entrance Bus Stop","19210|Railway Station Malleshwaram Bus Stop","St Anns High School","12.99488039,77.55623702","Sudarshan M",,,,,,"West",,"Bangalore",,"Bangalore, Karnataka","1100",,"12800",,
"63695473","2800-Sq-ft-Industrial-Building-FOR-Sale-in-Bangalore&id=4d423633363935343733"," Industrial Building for Resale in ","2025-08-30T17:35:01.000Z",,"15000000","5357","₹","  Industrial Building is available for Sale in , Bangalore for 1.5 Crore(s)","Best located in the D C convesion this Industrial building having a super built up area of 2800 square feet is available at priced at a fair ₹1.50 Cr. The address for this industrial building that is up for sale is Bangalore, Karnataka.",,,,,,,,,,,,"Prakash R",,,,,,"North",,"Bangalore",,"Bangalore, Karnataka","2800",,"12800",,
"68040353","9000-Sq-ft-Industrial-Building-FOR-Sale-KIADB-Export-Promotion-Industrial-Area-in-Bangalore&id=4d423638303430333533"," Industrial Building for Resale in Kiadb Export Promotion Industrial Area, Whitefield","2025-09-08T13:21:08.000Z",,"34000000","3778","₹","15000 Sq-ft Industrial Building is available for Sale in KIADB Export Promotion Industrial Area, Bangalore for 3.4 Crore(s)","Up for sale in KIADB Export Promotion Industrial Area, this industrial building having a super built up area of 9000 square feet and is available at best ₹3.40 Cr price. This industrial building with 10 to 15 years is available on sale. The address for this industrial building that is up for sale is KIADB Export Promotion Industrial Area, Bangalore - East, Karnataka.",,"19201|Secon Tech Park","19201|Reddihalli Post Office",,,,,,,,"12.98317141,77.72589286","Puneet Agrawal",,,"12850",,,,,"Bangalore",,"Bangalore, Karnataka","9000",,"12800",,
